 Energy     S        S^+       S^++      S^3+      S^4+      S^5+      S^6+      S^7+      S^8+      S^9+     S^10+     S^11+     S^12+     S^13+     S^14+     S^15+     S^16+
    386  4.89E-16  5.71E-16  8.01E-16  1.15E-15  1.59E-15  2.28E-15  2.93E-15  3.66E-15  4.42E-15  4.96E-15  5.37E-15  6.10E-15  6.88E-15  7.67E-15  8.57E-15  6.02E-15  1.02E-14
    387  4.89E-16  5.71E-16  8.01E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.66E-15  4.42E-15  4.96E-15  5.37E-15  6.10E-15  6.88E-15  7.68E-15  8.58E-15  6.02E-15  1.02E-14
    388  4.88E-16  5.70E-16  8.00E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.66E-15  4.42E-15  4.96E-15  5.37E-15  6.11E-15  6.89E-15  7.68E-15  8.59E-15  6.02E-15  1.02E-14
    389  4.88E-16  5.70E-16  7.99E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.66E-15  4.42E-15  4.96E-15  5.38E-15  6.11E-15  6.89E-15  7.69E-15  8.59E-15  6.02E-15  1.02E-14
    390  4.88E-16  5.69E-16  7.98E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.65E-15  4.42E-15  4.96E-15  5.38E-15  6.12E-15  6.89E-15  7.69E-15  8.60E-15  6.02E-15  1.02E-14
    391  4.87E-16  5.69E-16  7.98E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.65E-15  4.42E-15  4.96E-15  5.38E-15  6.12E-15  6.90E-15  7.70E-15  8.61E-15  6.02E-15  1.02E-14
    392  4.87E-16  5.68E-16  7.97E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.65E-15  4.42E-15  4.97E-15  5.38E-15  6.12E-15  6.90E-15  7.70E-15  8.61E-15  6.02E-15  1.02E-14
    393  4.87E-16  5.68E-16  7.96E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.65E-15  4.42E-15  4.97E-15  5.39E-15  6.13E-15  6.91E-15  7.71E-15  8.62E-15  6.02E-15  1.02E-14
    394  4.86E-16  5.68E-16  7.95E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.65E-15  4.42E-15  4.97E-15  5.39E-15  6.13E-15  6.91E-15  7.72E-15  8.63E-15  6.02E-15  1.02E-14
    395  4.86E-16  5.67E-16  7.95E-16  1.14E-15  1.59E-15  2.27E-15  2.92E-15  3.65E-15  4.42E-15  4.97E-15  5.39E-15  6.13E-15  6.92E-15  7.72E-15  8.63E-15  6.03E-15  1.03E-14
    396  4.85E-16  5.67E-16  7.94E-16  1.13E-15  1.58E-15  2.26E-15  2.92E-15  3.65E-15  4.42E-15  4.97E-15  5.40E-15  6.14E-15  6.92E-15  7.73E-15  8.64E-15  6.03E-15  1.03E-14
    397  4.85E-16  5.66E-16  7.93E-16  1.13E-15  1.58E-15  2.26E-15  2.92E-15  3.65E-15  4.41E-15  4.97E-15  5.40E-15  6.14E-15  6.93E-15  7.73E-15  8.65E-15  6.03E-15  1.03E-14
    398  4.85E-16  5.66E-16  7.92E-16  1.13E-15  1.58E-15  2.26E-15  2.92E-15  3.65E-15  4.42E-15  4.97E-15  5.40E-15  6.14E-15  6.93E-15  7.74E-15  8.65E-15  6.03E-15  1.03E-14
    399  4.84E-16  5.65E-16  7.92E-16  1.13E-15  1.58E-15  2.26E-15  2.92E-15  3.65E-15  4.41E-15  4.97E-15  5.40E-15  6.15E-15  6.94E-15  7.74E-15  8.66E-15  6.03E-15  1.03E-14
    400  4.84E-16  5.65E-16  7.91E-16  1.13E-15  1.58E-15  2.26E-15  2.92E-15  3.65E-15  4.41E-15  4.97E-15  5.41E-15  6.15E-15  6.94E-15  7.75E-15  8.67E-15  6.03E-15  1.03E-14
    401  4.84E-16  5.64E-16  7.90E-16  1.13E-15  1.58E-15  2.26E-15  2.91E-15  3.65E-15  4.41E-15  4.97E-15  5.41E-15  6.16E-15  6.94E-15  7.75E-15  8.67E-15  6.03E-15  1.03E-14
    402  4.83E-16  5.64E-16  7.89E-16  1.13E-15  1.58E-15  2.26E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.41E-15  6.16E-15  6.95E-15  7.76E-15  8.68E-15  6.03E-15  1.03E-14
    403  4.83E-16  5.64E-16  7.89E-16  1.13E-15  1.58E-15  2.26E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.42E-15  6.16E-15  6.95E-15  7.77E-15  8.69E-15  6.03E-15  1.03E-14
    404  4.83E-16  5.63E-16  7.88E-16  1.13E-15  1.58E-15  2.26E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.42E-15  6.17E-15  6.96E-15  7.77E-15  8.70E-15  6.03E-15  1.03E-14
    405  4.82E-16  5.63E-16  7.87E-16  1.13E-15  1.58E-15  2.25E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.42E-15  6.17E-15  6.96E-15  7.78E-15  8.70E-15  6.03E-15  1.04E-14
    406  4.82E-16  5.62E-16  7.87E-16  1.12E-15  1.58E-15  2.25E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.42E-15  6.17E-15  6.97E-15  7.78E-15  8.71E-15  6.04E-15  1.04E-14
    407  4.82E-16  5.62E-16  7.86E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.42E-15  6.18E-15  6.97E-15  7.79E-15  8.72E-15  6.04E-15  1.04E-14
    408  4.81E-16  5.61E-16  7.85E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.43E-15  6.18E-15  6.98E-15  7.79E-15  8.72E-15  6.04E-15  1.04E-14
    409  4.81E-16  5.61E-16  7.84E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.43E-15  6.18E-15  6.98E-15  7.80E-15  8.73E-15  6.04E-15  1.04E-14
    410  4.81E-16  5.60E-16  7.84E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.65E-15  4.41E-15  4.98E-15  5.43E-15  6.19E-15  6.99E-15  7.80E-15  8.74E-15  6.04E-15  1.04E-14
    411  4.80E-16  5.60E-16  7.83E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.64E-15  4.41E-15  4.98E-15  5.44E-15  6.19E-15  6.99E-15  7.81E-15  8.74E-15  6.04E-15  1.04E-14
    412  4.80E-16  5.60E-16  7.82E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.64E-15  4.41E-15  4.99E-15  5.44E-15  6.19E-15  7.00E-15  7.82E-15  8.75E-15  6.04E-15  1.04E-14
    413  4.80E-16  5.59E-16  7.82E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.64E-15  4.41E-15  4.99E-15  5.44E-15  6.20E-15  7.00E-15  7.82E-15  8.76E-15  6.04E-15  1.04E-14
    414  4.79E-16  5.59E-16  7.81E-16  1.12E-15  1.57E-15  2.25E-15  2.91E-15  3.64E-15  4.41E-15  4.99E-15  5.45E-15  6.20E-15  7.00E-15  7.83E-15  8.77E-15  6.04E-15  1.04E-14
    415  4.79E-16  5.58E-16  7.80E-16  1.12E-15  1.57E-15  2.24E-15  2.91E-15  3.64E-15  4.41E-15  4.99E-15  5.45E-15  6.20E-15  7.01E-15  7.83E-15  8.77E-15  6.05E-15  1.04E-14
    416  4.79E-16  5.58E-16  7.80E-16  1.12E-15  1.57E-15  2.24E-15  2.91E-15  3.64E-15  4.41E-15  4.99E-15  5.45E-15  6.21E-15  7.01E-15  7.84E-15  8.78E-15  6.05E-15  1.05E-14
    417  4.78E-16  5.58E-16  7.79E-16  1.11E-15  1.57E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  4.99E-15  5.45E-15  6.21E-15  7.02E-15  7.84E-15  8.79E-15  6.05E-15  1.05E-14
    418  4.78E-16  5.57E-16  7.78E-16  1.11E-15  1.57E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  4.99E-15  5.46E-15  6.22E-15  7.02E-15  7.85E-15  8.79E-15  6.05E-15  1.05E-14
    419  4.78E-16  5.57E-16  7.78E-16  1.11E-15  1.56E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  4.99E-15  5.46E-15  6.22E-15  7.03E-15  7.86E-15  8.80E-15  6.05E-15  1.05E-14
    420  4.77E-16  5.56E-16  7.77E-16  1.11E-15  1.56E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  4.99E-15  5.46E-15  6.22E-15  7.03E-15  7.86E-15  8.81E-15  6.05E-15  1.05E-14
    421  4.77E-16  5.56E-16  7.76E-16  1.11E-15  1.56E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.46E-15  6.23E-15  7.04E-15  7.87E-15  8.81E-15  6.05E-15  1.05E-14
    422  4.77E-16  5.55E-16  7.76E-16  1.11E-15  1.56E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.47E-15  6.23E-15  7.04E-15  7.87E-15  8.82E-15  6.05E-15  1.05E-14
    423  4.76E-16  5.55E-16  7.75E-16  1.11E-15  1.56E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.47E-15  6.23E-15  7.05E-15  7.88E-15  8.83E-15  6.05E-15  1.05E-14
    424  4.76E-16  5.55E-16  7.74E-16  1.11E-15  1.56E-15  2.24E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.47E-15  6.24E-15  7.05E-15  7.88E-15  8.83E-15  6.06E-15  1.05E-14
    425  4.76E-16  5.54E-16  7.74E-16  1.11E-15  1.56E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.47E-15  6.24E-15  7.06E-15  7.89E-15  8.84E-15  6.06E-15  1.05E-14
    426  4.75E-16  5.54E-16  7.73E-16  1.11E-15  1.56E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.48E-15  6.24E-15  7.06E-15  7.89E-15  8.85E-15  6.06E-15  1.05E-14
    427  4.75E-16  5.53E-16  7.72E-16  1.11E-15  1.56E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.48E-15  6.25E-15  7.06E-15  7.90E-15  8.86E-15  6.06E-15  1.06E-14
    428  4.75E-16  5.53E-16  7.72E-16  1.10E-15  1.56E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.48E-15  6.25E-15  7.07E-15  7.90E-15  8.86E-15  6.06E-15  1.06E-14
    429  4.74E-16  5.53E-16  7.71E-16  1.10E-15  1.56E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.00E-15  5.49E-15  6.25E-15  7.07E-15  7.91E-15  8.87E-15  6.06E-15  1.06E-14
    430  4.74E-16  5.52E-16  7.70E-16  1.10E-15  1.56E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.01E-15  5.49E-15  6.26E-15  7.08E-15  7.92E-15  8.88E-15  6.06E-15  1.06E-14
    431  4.74E-16  5.52E-16  7.70E-16  1.10E-15  1.55E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.01E-15  5.49E-15  6.26E-15  7.08E-15  7.92E-15  8.88E-15  6.07E-15  1.06E-14
    432  4.73E-16  5.51E-16  7.69E-16  1.10E-15  1.55E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.01E-15  5.49E-15  6.27E-15  7.09E-15  7.93E-15  8.89E-15  6.07E-15  1.06E-14
    433  4.73E-16  5.51E-16  7.68E-16  1.10E-15  1.55E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.01E-15  5.50E-15  6.27E-15  7.09E-15  7.93E-15  8.90E-15  6.07E-15  1.06E-14
    434  4.73E-16  5.51E-16  7.68E-16  1.10E-15  1.55E-15  2.23E-15  2.90E-15  3.64E-15  4.41E-15  5.01E-15  5.50E-15  6.27E-15  7.10E-15  7.94E-15  8.90E-15  6.07E-15  1.06E-14
    435  4.72E-16  5.50E-16  7.67E-16  1.10E-15  1.55E-15  2.23E-15  2.89E-15  3.64E-15  4.41E-15  5.01E-15  5.50E-15  6.28E-15  7.10E-15  7.94E-15  8.91E-15  6.07E-15  1.06E-14
    436  4.72E-16  5.50E-16  7.66E-16  1.10E-15  1.55E-15  2.22E-15  2.89E-15  3.64E-15  4.41E-15  5.01E-15  5.50E-15  6.28E-15  7.10E-15  7.95E-15  8.92E-15  6.07E-15  1.06E-14
    437  4.72E-16  5.50E-16  7.66E-16  1.10E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.01E-15  5.51E-15  6.28E-15  7.11E-15  7.96E-15  8.92E-15  6.07E-15  1.07E-14
    438  4.71E-16  5.49E-16  7.65E-16  1.10E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.01E-15  5.51E-15  6.29E-15  7.12E-15  7.96E-15  8.93E-15  6.07E-15  1.07E-14
    439  4.71E-16  5.49E-16  7.65E-16  1.09E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.51E-15  6.29E-15  7.12E-15  7.97E-15  8.94E-15  6.07E-15  1.07E-14
    440  4.71E-16  5.48E-16  7.64E-16  1.09E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.52E-15  6.29E-15  7.12E-15  7.97E-15  8.94E-15  6.08E-15  1.07E-14
    441  4.71E-16  5.48E-16  7.63E-16  1.09E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.52E-15  6.30E-15  7.13E-15  7.98E-15  8.95E-15  6.08E-15  1.07E-14
    442  4.70E-16  5.48E-16  7.63E-16  1.09E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.52E-15  6.30E-15  7.13E-15  7.98E-15  8.96E-15  6.08E-15  1.07E-14
    443  4.70E-16  5.47E-16  7.62E-16  1.09E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.52E-15  6.31E-15  7.14E-15  7.99E-15  8.97E-15  6.08E-15  1.07E-14
    444  4.70E-16  5.47E-16  7.61E-16  1.09E-15  1.55E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.53E-15  6.31E-15  7.14E-15  7.99E-15  8.97E-15  6.08E-15  1.07E-14
    445  4.69E-16  5.46E-16  7.61E-16  1.09E-15  1.54E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.53E-15  6.31E-15  7.15E-15  8.00E-15  8.98E-15  6.08E-15  1.07E-14
    446  4.69E-16  5.46E-16  7.60E-16  1.09E-15  1.54E-15  2.22E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.53E-15  6.32E-15  7.15E-15  8.01E-15  8.99E-15  6.08E-15  1.07E-14
    447  4.69E-16  5.46E-16  7.60E-16  1.09E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.02E-15  5.53E-15  6.32E-15  7.16E-15  8.01E-15  8.99E-15  6.09E-15  1.07E-14
    448  4.68E-16  5.45E-16  7.59E-16  1.09E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.54E-15  6.32E-15  7.16E-15  8.02E-15  9.00E-15  6.09E-15  1.08E-14
    449  4.68E-16  5.45E-16  7.58E-16  1.09E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.54E-15  6.33E-15  7.17E-15  8.02E-15  9.01E-15  6.09E-15  1.08E-14
    450  4.68E-16  5.45E-16  7.58E-16  1.09E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.54E-15  6.33E-15  7.17E-15  8.03E-15  9.01E-15  6.09E-15  1.08E-14
    451  4.68E-16  5.44E-16  7.57E-16  1.08E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.55E-15  6.33E-15  7.17E-15  8.03E-15  9.02E-15  6.09E-15  1.08E-14
    452  4.67E-16  5.44E-16  7.57E-16  1.08E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.55E-15  6.34E-15  7.18E-15  8.04E-15  9.03E-15  6.09E-15  1.08E-14
    453  4.67E-16  5.43E-16  7.56E-16  1.08E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.55E-15  6.34E-15  7.18E-15  8.04E-15  9.04E-15  6.10E-15  1.08E-14
    454  4.67E-16  5.43E-16  7.55E-16  1.08E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.55E-15  6.34E-15  7.19E-15  8.05E-15  9.04E-15  6.10E-15  1.08E-14
    455  4.66E-16  5.43E-16  7.55E-16  1.08E-15  1.54E-15  2.21E-15  2.89E-15  3.63E-15  4.41E-15  5.03E-15  5.56E-15  6.35E-15  7.19E-15  8.06E-15  9.05E-15  6.10E-15  1.08E-14
    456  4.66E-16  5.42E-16  7.54E-16  1.08E-15  1.54E-15  2.21E-15  2.88E-15  3.63E-15  4.41E-15  5.03E-15  5.56E-15  6.35E-15  7.20E-15  8.06E-15  9.06E-15  6.10E-15  1.08E-14
    457  4.66E-16  5.42E-16  7.54E-16  1.08E-15  1.54E-15  2.21E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.56E-15  6.35E-15  7.20E-15  8.07E-15  9.06E-15  6.10E-15  1.08E-14
    458  4.65E-16  5.42E-16  7.53E-16  1.08E-15  1.54E-15  2.21E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.56E-15  6.36E-15  7.21E-15  8.07E-15  9.07E-15  6.10E-15  1.08E-14
    459  4.65E-16  5.41E-16  7.52E-16  1.08E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.57E-15  6.36E-15  7.21E-15  8.08E-15  9.08E-15  6.11E-15  1.09E-14
    460  4.65E-16  5.41E-16  7.52E-16  1.08E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.57E-15  6.36E-15  7.22E-15  8.08E-15  9.08E-15  6.11E-15  1.09E-14
    461  4.65E-16  5.41E-16  7.51E-16  1.08E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.57E-15  6.37E-15  7.22E-15  8.09E-15  9.09E-15  6.11E-15  1.09E-14
    462  4.64E-16  5.40E-16  7.51E-16  1.08E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.57E-15  6.37E-15  7.22E-15  8.09E-15  9.10E-15  6.11E-15  1.09E-14
    463  4.64E-16  5.40E-16  7.50E-16  1.08E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.58E-15  6.38E-15  7.23E-15  8.10E-15  9.10E-15  6.11E-15  1.09E-14
    464  4.64E-16  5.40E-16  7.49E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.58E-15  6.38E-15  7.23E-15  8.11E-15  9.11E-15  6.11E-15  1.09E-14
    465  4.63E-16  5.39E-16  7.49E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.04E-15  5.58E-15  6.38E-15  7.24E-15  8.11E-15  9.12E-15  6.12E-15  1.09E-14
    466  4.63E-16  5.39E-16  7.48E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.59E-15  6.39E-15  7.24E-15  8.12E-15  9.12E-15  6.12E-15  1.09E-14
    467  4.63E-16  5.39E-16  7.48E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.59E-15  6.39E-15  7.25E-15  8.12E-15  9.13E-15  6.12E-15  1.09E-14
    468  4.63E-16  5.38E-16  7.47E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.59E-15  6.39E-15  7.25E-15  8.13E-15  9.14E-15  6.12E-15  1.09E-14
    469  4.62E-16  5.38E-16  7.47E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.59E-15  6.40E-15  7.26E-15  8.13E-15  9.15E-15  6.12E-15  1.09E-14
    470  4.62E-16  5.37E-16  7.46E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.60E-15  6.40E-15  7.26E-15  8.14E-15  9.15E-15  6.12E-15  1.10E-14
    471  4.62E-16  5.37E-16  7.46E-16  1.07E-15  1.53E-15  2.20E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.60E-15  6.40E-15  7.27E-15  8.14E-15  9.16E-15  6.12E-15  1.10E-14
    472  4.62E-16  5.37E-16  7.45E-16  1.07E-15  1.53E-15  2.19E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.60E-15  6.41E-15  7.27E-15  8.15E-15  9.16E-15  6.13E-15  1.10E-14
    473  4.61E-16  5.36E-16  7.44E-16  1.07E-15  1.53E-15  2.19E-15  2.88E-15  3.63E-15  4.41E-15  5.05E-15  5.60E-15  6.41E-15  7.27E-15  8.16E-15  9.17E-15  6.13E-15  1.10E-14
    474  4.61E-16  5.36E-16  7.44E-16  1.07E-15  1.52E-15  2.19E-15  2.88E-15  3.62E-15  4.41E-15  5.05E-15  5.61E-15  6.41E-15  7.28E-15  8.16E-15  9.18E-15  6.13E-15  1.10E-14
    475  4.61E-16  5.36E-16  7.43E-16  1.07E-15  1.52E-15  2.19E-15  2.88E-15  3.63E-15  4.41E-15  5.06E-15  5.61E-15  6.42E-15  7.28E-15  8.17E-15  9.18E-15  6.13E-15  1.10E-14
    476  4.60E-16  5.35E-16  7.43E-16  1.07E-15  1.52E-15  2.19E-15  2.88E-15  3.63E-15  4.41E-15  5.06E-15  5.61E-15  6.42E-15  7.29E-15  8.17E-15  9.19E-15  6.13E-15  1.10E-14
    477  4.60E-16  5.35E-16  7.42E-16  1.07E-15  1.52E-15  2.19E-15  2.88E-15  3.62E-15  4.41E-15  5.06E-15  5.61E-15  6.43E-15  7.29E-15  8.18E-15  9.20E-15  6.13E-15  1.10E-14
    478  4.60E-16  5.35E-16  7.42E-16  1.06E-15  1.52E-15  2.19E-15  2.88E-15  3.62E-15  4.41E-15  5.06E-15  5.62E-15  6.43E-15  7.30E-15  8.18E-15  9.21E-15  6.14E-15  1.10E-14
    479  4.60E-16  5.34E-16  7.41E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.06E-15  5.62E-15  6.43E-15  7.30E-15  8.19E-15  9.21E-15  6.14E-15  1.10E-14
    480  4.59E-16  5.34E-16  7.41E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.06E-15  5.62E-15  6.44E-15  7.31E-15  8.19E-15  9.22E-15  6.14E-15  1.11E-14
    481  4.59E-16  5.34E-16  7.40E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.06E-15  5.63E-15  6.44E-15  7.31E-15  8.20E-15  9.23E-15  6.14E-15  1.11E-14
    482  4.59E-16  5.33E-16  7.40E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.06E-15  5.63E-15  6.44E-15  7.32E-15  8.21E-15  9.23E-15  6.14E-15  1.11E-14
    483  4.58E-16  5.33E-16  7.39E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.06E-15  5.63E-15  6.45E-15  7.32E-15  8.21E-15  9.24E-15  6.15E-15  1.11E-14
    484  4.58E-16  5.33E-16  7.38E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.07E-15  5.63E-15  6.45E-15  7.32E-15  8.22E-15  9.25E-15  6.15E-15  1.11E-14
    485  4.58E-16  5.32E-16  7.38E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.07E-15  5.64E-15  6.45E-15  7.33E-15  8.22E-15  9.25E-15  6.15E-15  1.11E-14
    486  4.58E-16  5.32E-16  7.37E-16  1.06E-15  1.52E-15  2.19E-15  2.87E-15  3.62E-15  4.41E-15  5.07E-15  5.64E-15  6.46E-15  7.33E-15  8.23E-15  9.26E-15  6.15E-15  1.11E-14
    487  4.57E-16  5.32E-16  7.37E-16  1.06E-15  1.52E-15  2.18E-15  2.87E-15  3.62E-15  4.41E-15  5.07E-15  5.64E-15  6.46E-15  7.34E-15  8.23E-15  9.27E-15  6.15E-15  1.11E-14
    488  4.57E-16  5.31E-16  7.36E-16  1.06E-15  1.52E-15  2.18E-15  2.87E-15  3.62E-15  4.41E-15  5.07E-15  5.64E-15  6.46E-15  7.34E-15  8.24E-15  9.27E-15  6.15E-15  1.11E-14
    489  4.57E-16  5.31E-16  7.36E-16  1.06E-15  1.52E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.07E-15  5.65E-15  6.47E-15  7.35E-15  8.24E-15  9.28E-15  6.16E-15  1.11E-14
    490  4.57E-16  5.31E-16  7.35E-16  1.06E-15  1.52E-15  2.18E-15  2.87E-15  3.62E-15  4.41E-15  5.07E-15  5.65E-15  6.47E-15  7.35E-15  8.25E-15  9.29E-15  6.16E-15  1.11E-14
    491  4.56E-16  5.30E-16  7.35E-16  1.06E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.41E-15  5.07E-15  5.65E-15  6.47E-15  7.36E-15  8.25E-15  9.29E-15  6.16E-15  1.12E-14
    492  4.56E-16  5.30E-16  7.34E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.66E-15  6.48E-15  7.36E-15  8.26E-15  9.30E-15  6.16E-15  1.12E-14
    493  4.56E-16  5.30E-16  7.34E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.66E-15  6.48E-15  7.36E-15  8.26E-15  9.31E-15  6.16E-15  1.12E-14
    494  4.56E-16  5.30E-16  7.33E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.66E-15  6.48E-15  7.37E-15  8.27E-15  9.31E-15  6.17E-15  1.12E-14
    495  4.55E-16  5.29E-16  7.33E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.66E-15  6.49E-15  7.37E-15  8.28E-15  9.32E-15  6.17E-15  1.12E-14
    496  4.55E-16  5.29E-16  7.32E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.67E-15  6.49E-15  7.38E-15  8.28E-15  9.33E-15  6.17E-15  1.12E-14
    497  4.55E-16  5.29E-16  7.32E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.67E-15  6.49E-15  7.38E-15  8.29E-15  9.33E-15  6.17E-15  1.12E-14
    498  4.55E-16  5.28E-16  7.31E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.67E-15  6.50E-15  7.39E-15  8.29E-15  9.34E-15  6.17E-15  1.12E-14
    499  4.54E-16  5.28E-16  7.31E-16  1.05E-15  1.51E-15  2.18E-15  2.87E-15  3.62E-15  4.42E-15  5.08E-15  5.67E-15  6.50E-15  7.39E-15  8.30E-15  9.35E-15  6.17E-15  1.12E-14
