 Energy     S        S^+       S^++      S^3+      S^4+      S^5+      S^6+      S^7+      S^8+      S^9+     S^10+     S^11+     S^12+     S^13+     S^14+     S^15+     S^16+
    970  3.55E-16  4.01E-16  5.42E-16  7.34E-16  1.03E-15  1.51E-15  2.02E-15  2.60E-15  3.23E-15  3.91E-15  4.59E-15  5.35E-15  6.09E-15  6.90E-15  7.81E-15  5.39E-15  9.46E-15
    971  3.54E-16  4.01E-16  5.41E-16  7.33E-16  1.03E-15  1.50E-15  2.02E-15  2.60E-15  3.23E-15  3.91E-15  4.59E-15  5.35E-15  6.09E-15  6.90E-15  7.80E-15  5.39E-15  9.46E-15
    972  3.54E-16  4.01E-16  5.41E-16  7.33E-16  1.03E-15  1.50E-15  2.02E-15  2.60E-15  3.23E-15  3.90E-15  4.59E-15  5.34E-15  6.09E-15  6.90E-15  7.80E-15  5.39E-15  9.45E-15
    973  3.54E-16  4.01E-16  5.41E-16  7.33E-16  1.03E-15  1.50E-15  2.02E-15  2.60E-15  3.23E-15  3.90E-15  4.59E-15  5.34E-15  6.08E-15  6.90E-15  7.80E-15  5.39E-15  9.45E-15
    974  3.54E-16  4.00E-16  5.41E-16  7.32E-16  1.03E-15  1.50E-15  2.02E-15  2.60E-15  3.23E-15  3.90E-15  4.58E-15  5.34E-15  6.08E-15  6.90E-15  7.80E-15  5.39E-15  9.45E-15
    975  3.54E-16  4.00E-16  5.40E-16  7.32E-16  1.03E-15  1.50E-15  2.02E-15  2.60E-15  3.23E-15  3.90E-15  4.58E-15  5.34E-15  6.08E-15  6.90E-15  7.80E-15  5.39E-15  9.45E-15
    976  3.54E-16  4.00E-16  5.40E-16  7.31E-16  1.03E-15  1.50E-15  2.01E-15  2.60E-15  3.23E-15  3.90E-15  4.58E-15  5.34E-15  6.08E-15  6.89E-15  7.79E-15  5.39E-15  9.45E-15
    977  3.54E-16  4.00E-16  5.40E-16  7.31E-16  1.03E-15  1.50E-15  2.01E-15  2.59E-15  3.23E-15  3.90E-15  4.58E-15  5.34E-15  6.08E-15  6.89E-15  7.79E-15  5.39E-15  9.44E-15
    978  3.54E-16  4.00E-16  5.40E-16  7.31E-16  1.03E-15  1.50E-15  2.01E-15  2.59E-15  3.22E-15  3.89E-15  4.58E-15  5.34E-15  6.08E-15  6.89E-15  7.79E-15  5.39E-15  9.44E-15
    979  3.53E-16  4.00E-16  5.40E-16  7.30E-16  1.03E-15  1.50E-15  2.01E-15  2.59E-15  3.22E-15  3.89E-15  4.58E-15  5.33E-15  6.08E-15  6.89E-15  7.79E-15  5.39E-15  9.44E-15
    980  3.53E-16  4.00E-16  5.39E-16  7.30E-16  1.02E-15  1.50E-15  2.01E-15  2.59E-15  3.22E-15  3.89E-15  4.58E-15  5.33E-15  6.07E-15  6.89E-15  7.79E-15  5.38E-15  9.44E-15
    981  3.53E-16  3.99E-16  5.39E-16  7.30E-16  1.02E-15  1.50E-15  2.01E-15  2.59E-15  3.22E-15  3.89E-15  4.58E-15  5.33E-15  6.07E-15  6.89E-15  7.78E-15  5.38E-15  9.44E-15
    982  3.53E-16  3.99E-16  5.39E-16  7.29E-16  1.02E-15  1.50E-15  2.01E-15  2.59E-15  3.22E-15  3.89E-15  4.58E-15  5.33E-15  6.07E-15  6.88E-15  7.78E-15  5.38E-15  9.43E-15
    983  3.53E-16  3.99E-16  5.39E-16  7.29E-16  1.02E-15  1.49E-15  2.01E-15  2.59E-15  3.22E-15  3.89E-15  4.57E-15  5.33E-15  6.07E-15  6.88E-15  7.78E-15  5.38E-15  9.43E-15
    984  3.53E-16  3.99E-16  5.39E-16  7.28E-16  1.02E-15  1.49E-15  2.01E-15  2.59E-15  3.22E-15  3.89E-15  4.57E-15  5.33E-15  6.07E-15  6.88E-15  7.78E-15  5.38E-15  9.43E-15
    985  3.53E-16  3.99E-16  5.38E-16  7.28E-16  1.02E-15  1.49E-15  2.01E-15  2.58E-15  3.21E-15  3.88E-15  4.57E-15  5.32E-15  6.07E-15  6.88E-15  7.78E-15  5.38E-15  9.43E-15
    986  3.53E-16  3.99E-16  5.38E-16  7.28E-16  1.02E-15  1.49E-15  2.00E-15  2.58E-15  3.21E-15  3.88E-15  4.57E-15  5.32E-15  6.06E-15  6.88E-15  7.78E-15  5.38E-15  9.42E-15
    987  3.52E-16  3.99E-16  5.38E-16  7.27E-16  1.02E-15  1.49E-15  2.00E-15  2.58E-15  3.21E-15  3.88E-15  4.57E-15  5.32E-15  6.06E-15  6.88E-15  7.77E-15  5.38E-15  9.42E-15
    988  3.52E-16  3.98E-16  5.38E-16  7.27E-16  1.02E-15  1.49E-15  2.00E-15  2.58E-15  3.21E-15  3.88E-15  4.57E-15  5.32E-15  6.06E-15  6.87E-15  7.77E-15  5.38E-15  9.42E-15
    989  3.52E-16  3.98E-16  5.38E-16  7.26E-16  1.02E-15  1.49E-15  2.00E-15  2.58E-15  3.21E-15  3.88E-15  4.57E-15  5.32E-15  6.06E-15  6.87E-15  7.77E-15  5.38E-15  9.42E-15
    990  3.52E-16  3.98E-16  5.37E-16  7.26E-16  1.02E-15  1.49E-15  2.00E-15  2.58E-15  3.21E-15  3.88E-15  4.56E-15  5.32E-15  6.06E-15  6.87E-15  7.77E-15  5.38E-15  9.42E-15
    991  3.52E-16  3.98E-16  5.37E-16  7.26E-16  1.02E-15  1.49E-15  2.00E-15  2.58E-15  3.20E-15  3.88E-15  4.56E-15  5.32E-15  6.06E-15  6.87E-15  7.77E-15  5.38E-15  9.41E-15
    992  3.52E-16  3.98E-16  5.37E-16  7.25E-16  1.02E-15  1.49E-15  2.00E-15  2.58E-15  3.20E-15  3.87E-15  4.56E-15  5.32E-15  6.06E-15  6.87E-15  7.77E-15  5.38E-15  9.41E-15
    993  3.52E-16  3.98E-16  5.37E-16  7.25E-16  1.02E-15  1.49E-15  2.00E-15  2.57E-15  3.20E-15  3.87E-15  4.56E-15  5.31E-15  6.05E-15  6.87E-15  7.76E-15  5.37E-15  9.41E-15
    994  3.52E-16  3.98E-16  5.37E-16  7.25E-16  1.02E-15  1.49E-15  2.00E-15  2.57E-15  3.20E-15  3.87E-15  4.56E-15  5.31E-15  6.05E-15  6.87E-15  7.76E-15  5.37E-15  9.41E-15
    995  3.51E-16  3.98E-16  5.36E-16  7.24E-16  1.02E-15  1.49E-15  2.00E-15  2.57E-15  3.20E-15  3.87E-15  4.56E-15  5.31E-15  6.05E-15  6.86E-15  7.76E-15  5.37E-15  9.41E-15
    996  3.51E-16  3.97E-16  5.36E-16  7.24E-16  1.02E-15  1.49E-15  1.99E-15  2.57E-15  3.20E-15  3.87E-15  4.56E-15  5.31E-15  6.05E-15  6.86E-15  7.76E-15  5.37E-15  9.40E-15
    997  3.51E-16  3.97E-16  5.36E-16  7.24E-16  1.02E-15  1.48E-15  1.99E-15  2.57E-15  3.20E-15  3.87E-15  4.55E-15  5.31E-15  6.05E-15  6.86E-15  7.76E-15  5.37E-15  9.40E-15
    998  3.51E-16  3.97E-16  5.36E-16  7.23E-16  1.02E-15  1.48E-15  1.99E-15  2.57E-15  3.19E-15  3.87E-15  4.55E-15  5.31E-15  6.05E-15  6.86E-15  7.75E-15  5.37E-15  9.40E-15
    999  3.51E-16  3.97E-16  5.36E-16  7.23E-16  1.01E-15  1.48E-15  1.99E-15  2.57E-15  3.19E-15  3.86E-15  4.55E-15  5.31E-15  6.05E-15  6.86E-15  7.75E-15  5.37E-15  9.40E-15
   1000  3.51E-16  3.97E-16  5.35E-16  7.22E-16  1.01E-15  1.48E-15  1.99E-15  2.57E-15  3.19E-15  3.86E-15  4.55E-15  5.30E-15  6.04E-15  6.86E-15  7.75E-15  5.37E-15  9.40E-15
   1001  3.51E-16  3.97E-16  5.35E-16  7.22E-16  1.01E-15  1.48E-15  1.99E-15  2.56E-15  3.19E-15  3.86E-15  4.55E-15  5.30E-15  6.04E-15  6.85E-15  7.75E-15  5.37E-15  9.39E-15
   1002  3.51E-16  3.96E-16  5.35E-16  7.21E-16  1.01E-15  1.48E-15  1.99E-15  2.56E-15  3.19E-15  3.86E-15  4.54E-15  5.30E-15  6.04E-15  6.85E-15  7.74E-15  5.37E-15  9.39E-15
   1003  3.50E-16  3.96E-16  5.34E-16  7.21E-16  1.01E-15  1.48E-15  1.99E-15  2.56E-15  3.19E-15  3.86E-15  4.54E-15  5.30E-15  6.03E-15  6.84E-15  7.74E-15  5.36E-15  9.38E-15
   1004  3.50E-16  3.96E-16  5.34E-16  7.20E-16  1.01E-15  1.48E-15  1.99E-15  2.56E-15  3.18E-15  3.85E-15  4.54E-15  5.29E-15  6.03E-15  6.84E-15  7.73E-15  5.36E-15  9.38E-15
   1005  3.50E-16  3.96E-16  5.34E-16  7.20E-16  1.01E-15  1.48E-15  1.98E-15  2.56E-15  3.18E-15  3.85E-15  4.54E-15  5.29E-15  6.03E-15  6.84E-15  7.73E-15  5.36E-15  9.37E-15
   1006  3.50E-16  3.96E-16  5.33E-16  7.19E-16  1.01E-15  1.47E-15  1.98E-15  2.56E-15  3.18E-15  3.85E-15  4.53E-15  5.29E-15  6.02E-15  6.83E-15  7.73E-15  5.36E-15  9.37E-15
   1007  3.50E-16  3.96E-16  5.33E-16  7.19E-16  1.01E-15  1.47E-15  1.98E-15  2.55E-15  3.18E-15  3.85E-15  4.53E-15  5.28E-15  6.02E-15  6.83E-15  7.72E-15  5.35E-15  9.36E-15
   1008  3.50E-16  3.95E-16  5.33E-16  7.19E-16  1.01E-15  1.47E-15  1.98E-15  2.55E-15  3.18E-15  3.84E-15  4.53E-15  5.28E-15  6.02E-15  6.83E-15  7.72E-15  5.35E-15  9.36E-15
   1009  3.50E-16  3.95E-16  5.33E-16  7.18E-16  1.01E-15  1.47E-15  1.98E-15  2.55E-15  3.17E-15  3.84E-15  4.53E-15  5.28E-15  6.01E-15  6.82E-15  7.71E-15  5.35E-15  9.35E-15
   1010  3.49E-16  3.95E-16  5.32E-16  7.18E-16  1.01E-15  1.47E-15  1.98E-15  2.55E-15  3.17E-15  3.84E-15  4.52E-15  5.27E-15  6.01E-15  6.82E-15  7.71E-15  5.35E-15  9.35E-15
   1011  3.49E-16  3.95E-16  5.32E-16  7.17E-16  1.01E-15  1.47E-15  1.98E-15  2.55E-15  3.17E-15  3.84E-15  4.52E-15  5.27E-15  6.01E-15  6.81E-15  7.70E-15  5.34E-15  9.34E-15
   1012  3.49E-16  3.95E-16  5.32E-16  7.17E-16  1.01E-15  1.47E-15  1.97E-15  2.55E-15  3.17E-15  3.83E-15  4.52E-15  5.27E-15  6.00E-15  6.81E-15  7.70E-15  5.34E-15  9.34E-15
   1013  3.49E-16  3.95E-16  5.31E-16  7.16E-16  1.00E-15  1.47E-15  1.97E-15  2.54E-15  3.17E-15  3.83E-15  4.52E-15  5.26E-15  6.00E-15  6.81E-15  7.70E-15  5.34E-15  9.33E-15
   1014  3.49E-16  3.94E-16  5.31E-16  7.16E-16  1.00E-15  1.47E-15  1.97E-15  2.54E-15  3.16E-15  3.83E-15  4.51E-15  5.26E-15  6.00E-15  6.80E-15  7.69E-15  5.34E-15  9.33E-15
   1015  3.49E-16  3.94E-16  5.31E-16  7.15E-16  1.00E-15  1.46E-15  1.97E-15  2.54E-15  3.16E-15  3.83E-15  4.51E-15  5.26E-15  5.99E-15  6.80E-15  7.69E-15  5.34E-15  9.32E-15
   1016  3.49E-16  3.94E-16  5.30E-16  7.15E-16  1.00E-15  1.46E-15  1.97E-15  2.54E-15  3.16E-15  3.83E-15  4.51E-15  5.26E-15  5.99E-15  6.80E-15  7.68E-15  5.33E-15  9.32E-15
   1017  3.48E-16  3.94E-16  5.30E-16  7.14E-16  1.00E-15  1.46E-15  1.97E-15  2.54E-15  3.16E-15  3.82E-15  4.50E-15  5.25E-15  5.99E-15  6.79E-15  7.68E-15  5.33E-15  9.31E-15
   1018  3.48E-16  3.94E-16  5.30E-16  7.14E-16  1.00E-15  1.46E-15  1.97E-15  2.54E-15  3.16E-15  3.82E-15  4.50E-15  5.25E-15  5.98E-15  6.79E-15  7.68E-15  5.33E-15  9.31E-15
   1019  3.48E-16  3.93E-16  5.29E-16  7.13E-16  1.00E-15  1.46E-15  1.97E-15  2.54E-15  3.15E-15  3.82E-15  4.50E-15  5.25E-15  5.98E-15  6.78E-15  7.67E-15  5.33E-15  9.30E-15
   1020  3.48E-16  3.93E-16  5.29E-16  7.13E-16  1.00E-15  1.46E-15  1.96E-15  2.53E-15  3.15E-15  3.82E-15  4.50E-15  5.24E-15  5.98E-15  6.78E-15  7.67E-15  5.32E-15  9.30E-15
   1021  3.48E-16  3.93E-16  5.29E-16  7.12E-16  9.99E-16  1.46E-15  1.96E-15  2.53E-15  3.15E-15  3.81E-15  4.49E-15  5.24E-15  5.97E-15  6.78E-15  7.66E-15  5.32E-15  9.29E-15
   1022  3.48E-16  3.93E-16  5.28E-16  7.12E-16  9.98E-16  1.46E-15  1.96E-15  2.53E-15  3.15E-15  3.81E-15  4.49E-15  5.24E-15  5.97E-15  6.77E-15  7.66E-15  5.32E-15  9.29E-15
   1023  3.48E-16  3.93E-16  5.28E-16  7.12E-16  9.98E-16  1.46E-15  1.96E-15  2.53E-15  3.15E-15  3.81E-15  4.49E-15  5.23E-15  5.97E-15  6.77E-15  7.65E-15  5.32E-15  9.28E-15
   1024  3.47E-16  3.93E-16  5.28E-16  7.11E-16  9.97E-16  1.45E-15  1.96E-15  2.53E-15  3.14E-15  3.81E-15  4.49E-15  5.23E-15  5.96E-15  6.77E-15  7.65E-15  5.32E-15  9.28E-15
   1025  3.47E-16  3.92E-16  5.28E-16  7.11E-16  9.96E-16  1.45E-15  1.96E-15  2.53E-15  3.14E-15  3.80E-15  4.48E-15  5.23E-15  5.96E-15  6.76E-15  7.65E-15  5.31E-15  9.27E-15
   1026  3.47E-16  3.92E-16  5.27E-16  7.10E-16  9.95E-16  1.45E-15  1.96E-15  2.52E-15  3.14E-15  3.80E-15  4.48E-15  5.23E-15  5.96E-15  6.76E-15  7.64E-15  5.31E-15  9.27E-15
   1027  3.47E-16  3.92E-16  5.27E-16  7.10E-16  9.95E-16  1.45E-15  1.95E-15  2.52E-15  3.14E-15  3.80E-15  4.48E-15  5.22E-15  5.95E-15  6.75E-15  7.64E-15  5.31E-15  9.26E-15
   1028  3.47E-16  3.92E-16  5.27E-16  7.09E-16  9.94E-16  1.45E-15  1.95E-15  2.52E-15  3.14E-15  3.80E-15  4.48E-15  5.22E-15  5.95E-15  6.75E-15  7.63E-15  5.31E-15  9.26E-15
   1029  3.47E-16  3.92E-16  5.26E-16  7.09E-16  9.93E-16  1.45E-15  1.95E-15  2.52E-15  3.13E-15  3.79E-15  4.47E-15  5.22E-15  5.95E-15  6.75E-15  7.63E-15  5.30E-15  9.25E-15
   1030  3.47E-16  3.92E-16  5.26E-16  7.08E-16  9.93E-16  1.45E-15  1.95E-15  2.52E-15  3.13E-15  3.79E-15  4.47E-15  5.21E-15  5.94E-15  6.74E-15  7.63E-15  5.30E-15  9.25E-15
   1031  3.46E-16  3.91E-16  5.26E-16  7.08E-16  9.92E-16  1.45E-15  1.95E-15  2.52E-15  3.13E-15  3.79E-15  4.47E-15  5.21E-15  5.94E-15  6.74E-15  7.62E-15  5.30E-15  9.24E-15
   1032  3.46E-16  3.91E-16  5.25E-16  7.07E-16  9.91E-16  1.45E-15  1.95E-15  2.51E-15  3.13E-15  3.79E-15  4.47E-15  5.21E-15  5.94E-15  6.74E-15  7.62E-15  5.30E-15  9.24E-15
   1033  3.46E-16  3.91E-16  5.25E-16  7.07E-16  9.91E-16  1.44E-15  1.95E-15  2.51E-15  3.13E-15  3.79E-15  4.46E-15  5.20E-15  5.93E-15  6.73E-15  7.61E-15  5.30E-15  9.23E-15
   1034  3.46E-16  3.91E-16  5.25E-16  7.07E-16  9.90E-16  1.44E-15  1.95E-15  2.51E-15  3.13E-15  3.78E-15  4.46E-15  5.20E-15  5.93E-15  6.73E-15  7.61E-15  5.29E-15  9.23E-15
   1035  3.46E-16  3.91E-16  5.24E-16  7.06E-16  9.89E-16  1.44E-15  1.94E-15  2.51E-15  3.12E-15  3.78E-15  4.46E-15  5.20E-15  5.93E-15  6.73E-15  7.61E-15  5.29E-15  9.22E-15
   1036  3.46E-16  3.91E-16  5.24E-16  7.06E-16  9.89E-16  1.44E-15  1.94E-15  2.51E-15  3.12E-15  3.78E-15  4.45E-15  5.20E-15  5.92E-15  6.72E-15  7.60E-15  5.29E-15  9.22E-15
   1037  3.46E-16  3.90E-16  5.24E-16  7.05E-16  9.88E-16  1.44E-15  1.94E-15  2.51E-15  3.12E-15  3.78E-15  4.45E-15  5.19E-15  5.92E-15  6.72E-15  7.60E-15  5.29E-15  9.21E-15
   1038  3.45E-16  3.90E-16  5.24E-16  7.05E-16  9.87E-16  1.44E-15  1.94E-15  2.50E-15  3.12E-15  3.78E-15  4.45E-15  5.19E-15  5.92E-15  6.71E-15  7.59E-15  5.29E-15  9.21E-15
   1039  3.45E-16  3.90E-16  5.23E-16  7.04E-16  9.87E-16  1.44E-15  1.94E-15  2.50E-15  3.11E-15  3.77E-15  4.45E-15  5.19E-15  5.91E-15  6.71E-15  7.59E-15  5.28E-15  9.21E-15
   1040  3.45E-16  3.90E-16  5.23E-16  7.04E-16  9.86E-16  1.44E-15  1.94E-15  2.50E-15  3.11E-15  3.77E-15  4.44E-15  5.18E-15  5.91E-15  6.71E-15  7.59E-15  5.28E-15  9.20E-15
   1041  3.45E-16  3.90E-16  5.23E-16  7.03E-16  9.85E-16  1.44E-15  1.94E-15  2.50E-15  3.11E-15  3.77E-15  4.44E-15  5.18E-15  5.91E-15  6.70E-15  7.58E-15  5.28E-15  9.20E-15
   1042  3.45E-16  3.90E-16  5.22E-16  7.03E-16  9.85E-16  1.43E-15  1.94E-15  2.50E-15  3.11E-15  3.77E-15  4.44E-15  5.18E-15  5.90E-15  6.70E-15  7.58E-15  5.28E-15  9.19E-15
   1043  3.45E-16  3.89E-16  5.22E-16  7.03E-16  9.84E-16  1.43E-15  1.93E-15  2.50E-15  3.11E-15  3.76E-15  4.44E-15  5.18E-15  5.90E-15  6.70E-15  7.57E-15  5.28E-15  9.19E-15
   1044  3.45E-16  3.89E-16  5.22E-16  7.02E-16  9.83E-16  1.43E-15  1.93E-15  2.49E-15  3.11E-15  3.76E-15  4.43E-15  5.17E-15  5.90E-15  6.69E-15  7.57E-15  5.27E-15  9.18E-15
   1045  3.44E-16  3.89E-16  5.21E-16  7.02E-16  9.83E-16  1.43E-15  1.93E-15  2.49E-15  3.10E-15  3.76E-15  4.43E-15  5.17E-15  5.89E-15  6.69E-15  7.56E-15  5.27E-15  9.18E-15
   1046  3.44E-16  3.89E-16  5.21E-16  7.01E-16  9.82E-16  1.43E-15  1.93E-15  2.49E-15  3.10E-15  3.76E-15  4.43E-15  5.17E-15  5.89E-15  6.69E-15  7.56E-15  5.27E-15  9.17E-15
   1047  3.44E-16  3.89E-16  5.21E-16  7.01E-16  9.81E-16  1.43E-15  1.93E-15  2.49E-15  3.10E-15  3.75E-15  4.43E-15  5.16E-15  5.89E-15  6.68E-15  7.56E-15  5.27E-15  9.17E-15
   1048  3.44E-16  3.89E-16  5.21E-16  7.00E-16  9.81E-16  1.43E-15  1.93E-15  2.49E-15  3.10E-15  3.75E-15  4.42E-15  5.16E-15  5.88E-15  6.68E-15  7.55E-15  5.26E-15  9.16E-15
   1049  3.44E-16  3.88E-16  5.20E-16  7.00E-16  9.80E-16  1.43E-15  1.93E-15  2.49E-15  3.10E-15  3.75E-15  4.42E-15  5.16E-15  5.88E-15  6.68E-15  7.55E-15  5.26E-15  9.16E-15
   1050  3.44E-16  3.88E-16  5.20E-16  7.00E-16  9.79E-16  1.43E-15  1.93E-15  2.49E-15  3.09E-15  3.75E-15  4.42E-15  5.16E-15  5.88E-15  6.67E-15  7.55E-15  5.26E-15  9.16E-15
   1051  3.44E-16  3.88E-16  5.20E-16  6.99E-16  9.79E-16  1.42E-15  1.92E-15  2.48E-15  3.09E-15  3.75E-15  4.42E-15  5.15E-15  5.88E-15  6.67E-15  7.54E-15  5.26E-15  9.15E-15
   1052  3.44E-16  3.88E-16  5.19E-16  6.99E-16  9.78E-16  1.42E-15  1.92E-15  2.48E-15  3.09E-15  3.74E-15  4.41E-15  5.15E-15  5.87E-15  6.66E-15  7.54E-15  5.26E-15  9.14E-15
   1053  3.43E-16  3.88E-16  5.19E-16  6.98E-16  9.77E-16  1.42E-15  1.92E-15  2.48E-15  3.09E-15  3.74E-15  4.41E-15  5.15E-15  5.87E-15  6.66E-15  7.53E-15  5.25E-15  9.14E-15
   1054  3.43E-16  3.88E-16  5.19E-16  6.98E-16  9.77E-16  1.42E-15  1.92E-15  2.48E-15  3.09E-15  3.74E-15  4.41E-15  5.14E-15  5.87E-15  6.66E-15  7.53E-15  5.25E-15  9.14E-15
   1055  3.43E-16  3.87E-16  5.19E-16  6.97E-16  9.76E-16  1.42E-15  1.92E-15  2.48E-15  3.08E-15  3.74E-15  4.41E-15  5.14E-15  5.86E-15  6.66E-15  7.53E-15  5.25E-15  9.13E-15
   1056  3.43E-16  3.87E-16  5.18E-16  6.97E-16  9.75E-16  1.42E-15  1.92E-15  2.48E-15  3.08E-15  3.73E-15  4.40E-15  5.14E-15  5.86E-15  6.65E-15  7.52E-15  5.25E-15  9.13E-15
   1057  3.43E-16  3.87E-16  5.18E-16  6.96E-16  9.75E-16  1.42E-15  1.92E-15  2.47E-15  3.08E-15  3.73E-15  4.40E-15  5.14E-15  5.86E-15  6.65E-15  7.52E-15  5.25E-15  9.12E-15
   1058  3.43E-16  3.87E-16  5.18E-16  6.96E-16  9.74E-16  1.42E-15  1.92E-15  2.47E-15  3.08E-15  3.73E-15  4.40E-15  5.13E-15  5.85E-15  6.64E-15  7.51E-15  5.24E-15  9.12E-15
   1059  3.43E-16  3.87E-16  5.17E-16  6.96E-16  9.73E-16  1.42E-15  1.91E-15  2.47E-15  3.08E-15  3.73E-15  4.40E-15  5.13E-15  5.85E-15  6.64E-15  7.51E-15  5.24E-15  9.11E-15
   1060  3.42E-16  3.87E-16  5.17E-16  6.95E-16  9.73E-16  1.42E-15  1.91E-15  2.47E-15  3.08E-15  3.73E-15  4.39E-15  5.13E-15  5.85E-15  6.64E-15  7.51E-15  5.24E-15  9.11E-15
   1061  3.42E-16  3.86E-16  5.17E-16  6.95E-16  9.72E-16  1.41E-15  1.91E-15  2.47E-15  3.07E-15  3.72E-15  4.39E-15  5.12E-15  5.84E-15  6.63E-15  7.50E-15  5.24E-15  9.10E-15
   1062  3.42E-16  3.86E-16  5.16E-16  6.94E-16  9.71E-16  1.41E-15  1.91E-15  2.47E-15  3.07E-15  3.72E-15  4.39E-15  5.12E-15  5.84E-15  6.63E-15  7.50E-15  5.24E-15  9.10E-15
   1063  3.42E-16  3.86E-16  5.16E-16  6.94E-16  9.71E-16  1.41E-15  1.91E-15  2.46E-15  3.07E-15  3.72E-15  4.39E-15  5.12E-15  5.84E-15  6.63E-15  7.49E-15  5.23E-15  9.09E-15
   1064  3.42E-16  3.86E-16  5.16E-16  6.94E-16  9.70E-16  1.41E-15  1.91E-15  2.46E-15  3.07E-15  3.72E-15  4.38E-15  5.12E-15  5.83E-15  6.62E-15  7.49E-15  5.23E-15  9.09E-15
   1065  3.42E-16  3.86E-16  5.16E-16  6.93E-16  9.70E-16  1.41E-15  1.91E-15  2.46E-15  3.07E-15  3.71E-15  4.38E-15  5.11E-15  5.83E-15  6.62E-15  7.49E-15  5.23E-15  9.09E-15
   1066  3.42E-16  3.86E-16  5.15E-16  6.93E-16  9.69E-16  1.41E-15  1.91E-15  2.46E-15  3.06E-15  3.71E-15  4.38E-15  5.11E-15  5.83E-15  6.62E-15  7.48E-15  5.23E-15  9.08E-15
   1067  3.42E-16  3.85E-16  5.15E-16  6.92E-16  9.68E-16  1.41E-15  1.90E-15  2.46E-15  3.06E-15  3.71E-15  4.38E-15  5.11E-15  5.83E-15  6.61E-15  7.48E-15  5.23E-15  9.08E-15
   1068  3.41E-16  3.85E-16  5.15E-16  6.92E-16  9.68E-16  1.41E-15  1.90E-15  2.46E-15  3.06E-15  3.71E-15  4.37E-15  5.10E-15  5.82E-15  6.61E-15  7.47E-15  5.22E-15  9.07E-15
   1069  3.41E-16  3.85E-16  5.14E-16  6.91E-16  9.67E-16  1.41E-15  1.90E-15  2.46E-15  3.06E-15  3.71E-15  4.37E-15  5.10E-15  5.82E-15  6.61E-15  7.47E-15  5.22E-15  9.07E-15
   1070  3.41E-16  3.85E-16  5.14E-16  6.91E-16  9.66E-16  1.41E-15  1.90E-15  2.45E-15  3.06E-15  3.70E-15  4.37E-15  5.10E-15  5.82E-15  6.60E-15  7.47E-15  5.22E-15  9.06E-15
   1071  3.41E-16  3.85E-16  5.14E-16  6.91E-16  9.66E-16  1.40E-15  1.90E-15  2.45E-15  3.05E-15  3.70E-15  4.37E-15  5.10E-15  5.81E-15  6.60E-15  7.46E-15  5.22E-15  9.06E-15
   1072  3.41E-16  3.85E-16  5.14E-16  6.90E-16  9.65E-16  1.40E-15  1.90E-15  2.45E-15  3.05E-15  3.70E-15  4.36E-15  5.09E-15  5.81E-15  6.60E-15  7.46E-15  5.22E-15  9.05E-15
   1073  3.41E-16  3.84E-16  5.13E-16  6.90E-16  9.64E-16  1.40E-15  1.90E-15  2.45E-15  3.05E-15  3.70E-15  4.36E-15  5.09E-15  5.81E-15  6.59E-15  7.46E-15  5.21E-15  9.05E-15
   1074  3.41E-16  3.84E-16  5.13E-16  6.89E-16  9.64E-16  1.40E-15  1.90E-15  2.45E-15  3.05E-15  3.69E-15  4.36E-15  5.09E-15  5.80E-15  6.59E-15  7.45E-15  5.21E-15  9.05E-15
   1075  3.40E-16  3.84E-16  5.13E-16  6.89E-16  9.63E-16  1.40E-15  1.90E-15  2.45E-15  3.05E-15  3.69E-15  4.36E-15  5.08E-15  5.80E-15  6.59E-15  7.45E-15  5.21E-15  9.04E-15
   1076  3.40E-16  3.84E-16  5.12E-16  6.88E-16  9.63E-16  1.40E-15  1.89E-15  2.44E-15  3.05E-15  3.69E-15  4.35E-15  5.08E-15  5.80E-15  6.58E-15  7.44E-15  5.21E-15  9.04E-15
   1077  3.40E-16  3.84E-16  5.12E-16  6.88E-16  9.62E-16  1.40E-15  1.89E-15  2.44E-15  3.04E-15  3.69E-15  4.35E-15  5.08E-15  5.80E-15  6.58E-15  7.44E-15  5.20E-15  9.03E-15
   1078  3.40E-16  3.84E-16  5.12E-16  6.88E-16  9.61E-16  1.40E-15  1.89E-15  2.44E-15  3.04E-15  3.69E-15  4.35E-15  5.08E-15  5.79E-15  6.58E-15  7.44E-15  5.20E-15  9.03E-15
   1079  3.40E-16  3.83E-16  5.12E-16  6.87E-16  9.61E-16  1.40E-15  1.89E-15  2.44E-15  3.04E-15  3.68E-15  4.35E-15  5.07E-15  5.79E-15  6.57E-15  7.43E-15  5.20E-15  9.02E-15
   1080  3.40E-16  3.83E-16  5.11E-16  6.87E-16  9.60E-16  1.40E-15  1.89E-15  2.44E-15  3.04E-15  3.68E-15  4.34E-15  5.07E-15  5.79E-15  6.57E-15  7.43E-15  5.20E-15  9.02E-15
   1081  3.40E-16  3.83E-16  5.11E-16  6.86E-16  9.60E-16  1.39E-15  1.89E-15  2.44E-15  3.04E-15  3.68E-15  4.34E-15  5.07E-15  5.78E-15  6.57E-15  7.43E-15  5.20E-15  9.01E-15
   1082  3.40E-16  3.83E-16  5.11E-16  6.86E-16  9.59E-16  1.39E-15  1.89E-15  2.44E-15  3.04E-15  3.68E-15  4.34E-15  5.07E-15  5.78E-15  6.56E-15  7.42E-15  5.20E-15  9.01E-15
