 # Alt [km]  H2 [cm^-3]   He [cm^-3]  CH4 [cm^-3]  Tot [cm^-3]  Temp [K]  Press [mBar]  Scale height [km]
  1940.00    1.640E+07    2.563E+06    3.984E+04    1.900E+07    939.00    2.464E-09       1.640E+07
  1938.00    1.660E+07    2.595E+06    4.033E+04    1.923E+07    939.00    2.494E-09       1.661E+07
  1936.00    1.680E+07    2.626E+06    4.081E+04    1.947E+07    938.99    2.524E-09       1.768E+07
  1934.00    1.699E+07    2.656E+06    4.128E+04    1.969E+07    938.99    2.552E-09       1.788E+07
  1932.00    1.718E+07    2.685E+06    4.174E+04    1.991E+07    938.99    2.581E-09       1.718E+07
  1930.00    1.738E+07    2.717E+06    4.222E+04    2.014E+07    938.99    2.611E-09       1.829E+07
  1928.00    1.757E+07    2.746E+06    4.268E+04    2.036E+07    938.99    2.639E-09       1.757E+07
  1926.00    1.777E+07    2.777E+06    4.317E+04    2.059E+07    938.99    2.669E-09       1.777E+07
  1924.00    1.797E+07    2.809E+06    4.366E+04    2.082E+07    938.99    2.699E-09       1.797E+07
  1922.00    1.817E+07    2.840E+06    4.414E+04    2.105E+07    938.99    2.729E-09       1.730E+07
  1920.00    1.838E+07    2.873E+06    4.465E+04    2.130E+07    938.99    2.761E-09       1.750E+07
  1918.00    1.859E+07    2.906E+06    4.516E+04    2.154E+07    938.99    2.793E-09       1.769E+07
  1916.00    1.880E+07    2.938E+06    4.567E+04    2.178E+07    939.00    2.824E-09       1.635E+07
  1914.00    1.903E+07    2.974E+06    4.623E+04    2.205E+07    939.00    2.859E-09       1.655E+07
  1912.00    1.926E+07    3.010E+06    4.679E+04    2.232E+07    939.00    2.893E-09       1.605E+07
  1910.00    1.950E+07    3.048E+06    4.737E+04    2.260E+07    939.00    2.929E-09       1.560E+07
  1908.00    1.975E+07    3.087E+06    4.798E+04    2.288E+07    939.00    2.967E-09       1.519E+07
  1906.00    2.001E+07    3.128E+06    4.861E+04    2.319E+07    939.00    3.006E-09       1.539E+07
  1904.00    2.027E+07    3.168E+06    4.924E+04    2.349E+07    939.00    3.045E-09       1.501E+07
  1902.00    2.054E+07    3.210E+06    4.990E+04    2.380E+07    939.00    3.086E-09       1.521E+07
  1900.00    2.081E+07    3.253E+06    5.056E+04    2.411E+07    939.00    3.126E-09       1.486E+07
  1898.00    2.109E+07    3.296E+06    5.124E+04    2.444E+07    939.00    3.168E-09       1.506E+07
  1896.00    2.137E+07    3.340E+06    5.192E+04    2.476E+07    939.00    3.210E-09       1.526E+07
  1894.00    2.165E+07    3.384E+06    5.260E+04    2.509E+07    939.00    3.252E-09       1.604E+07
  1892.00    2.192E+07    3.426E+06    5.325E+04    2.540E+07    939.00    3.293E-09       1.566E+07
  1890.00    2.220E+07    3.470E+06    5.393E+04    2.572E+07    939.00    3.335E-09       1.644E+07
  1888.00    2.247E+07    3.512E+06    5.459E+04    2.604E+07    939.00    3.375E-09       1.664E+07
  1886.00    2.274E+07    3.554E+06    5.524E+04    2.635E+07    939.00    3.416E-09       1.684E+07
  1884.00    2.301E+07    3.596E+06    5.590E+04    2.666E+07    939.00    3.457E-09       1.704E+07
  1882.00    2.328E+07    3.639E+06    5.656E+04    2.698E+07    939.00    3.497E-09       1.724E+07
  1880.00    2.355E+07    3.681E+06    5.721E+04    2.729E+07    939.00    3.538E-09       1.744E+07
  1878.00    2.382E+07    3.723E+06    5.787E+04    2.760E+07    939.00    3.578E-09       1.764E+07
  1876.00    2.409E+07    3.765E+06    5.852E+04    2.791E+07    939.00    3.619E-09       1.721E+07
  1874.00    2.437E+07    3.809E+06    5.920E+04    2.824E+07    939.00    3.661E-09       1.741E+07
  1872.00    2.465E+07    3.853E+06    5.988E+04    2.856E+07    939.00    3.703E-09       1.700E+07
  1870.00    2.494E+07    3.898E+06    6.059E+04    2.890E+07    939.00    3.747E-09       1.720E+07
  1868.00    2.523E+07    3.943E+06    6.129E+04    2.923E+07    939.00    3.790E-09       1.682E+07
  1866.00    2.553E+07    3.990E+06    6.202E+04    2.958E+07    939.00    3.835E-09       1.596E+07
  1864.00    2.585E+07    4.040E+06    6.280E+04    2.995E+07    939.00    3.883E-09       1.616E+07
  1862.00    2.617E+07    4.090E+06    6.358E+04    3.032E+07    939.00    3.931E-09       1.586E+07
  1860.00    2.650E+07    4.142E+06    6.438E+04    3.071E+07    939.00    3.981E-09       1.559E+07
  1858.00    2.684E+07    4.195E+06    6.521E+04    3.110E+07    939.00    4.032E-09       1.491E+07
  1856.00    2.720E+07    4.251E+06    6.608E+04    3.152E+07    939.00    4.086E-09       1.511E+07
  1854.00    2.756E+07    4.308E+06    6.695E+04    3.193E+07    939.00    4.140E-09       1.490E+07
  1852.00    2.793E+07    4.365E+06    6.785E+04    3.236E+07    939.00    4.196E-09       1.470E+07
  1850.00    2.831E+07    4.425E+06    6.878E+04    3.280E+07    939.00    4.253E-09       1.490E+07
  1848.00    2.869E+07    4.484E+06    6.970E+04    3.324E+07    939.00    4.310E-09       1.510E+07
  1846.00    2.907E+07    4.544E+06    7.062E+04    3.368E+07    939.00    4.367E-09       1.530E+07
  1844.00    2.945E+07    4.603E+06    7.155E+04    3.412E+07    939.00    4.424E-09       1.550E+07
  1842.00    2.983E+07    4.662E+06    7.247E+04    3.456E+07    939.00    4.481E-09       1.612E+07
  1840.00    3.020E+07    4.720E+06    7.337E+04    3.499E+07    939.00    4.537E-09       1.632E+07
  1838.00    3.057E+07    4.778E+06    7.427E+04    3.542E+07    939.00    4.592E-09       1.652E+07
  1836.00    3.094E+07    4.836E+06    7.517E+04    3.585E+07    939.00    4.648E-09       1.719E+07
  1834.00    3.130E+07    4.892E+06    7.604E+04    3.627E+07    939.00    4.702E-09       1.737E+07
  1832.00    3.166E+07    4.948E+06    7.691E+04    3.669E+07    939.01    4.756E-09       1.759E+07
  1830.00    3.202E+07    5.005E+06    7.779E+04    3.710E+07    939.01    4.810E-09       1.731E+07
  1828.00    3.239E+07    5.063E+06    7.869E+04    3.753E+07    939.01    4.866E-09       1.751E+07
  1826.00    3.276E+07    5.120E+06    7.959E+04    3.796E+07    939.01    4.921E-09       1.771E+07
  1824.00    3.313E+07    5.178E+06    8.049E+04    3.839E+07    939.01    4.977E-09       1.744E+07
  1822.00    3.351E+07    5.238E+06    8.141E+04    3.883E+07    939.01    5.034E-09       1.718E+07
  1820.00    3.390E+07    5.299E+06    8.236E+04    3.928E+07    939.01    5.093E-09       1.738E+07
  1818.00    3.429E+07    5.360E+06    8.330E+04    3.973E+07    939.01    5.151E-09       1.673E+07
  1816.00    3.470E+07    5.424E+06    8.430E+04    4.021E+07    939.01    5.213E-09       1.652E+07
  1814.00    3.512E+07    5.489E+06    8.532E+04    4.069E+07    939.01    5.276E-09       1.635E+07
  1812.00    3.555E+07    5.557E+06    8.637E+04    4.119E+07    939.00    5.340E-09       1.580E+07
  1810.00    3.600E+07    5.627E+06    8.746E+04    4.171E+07    939.00    5.408E-09       1.567E+07
  1808.00    3.646E+07    5.699E+06    8.858E+04    4.225E+07    938.99    5.477E-09       1.519E+07
  1806.00    3.694E+07    5.774E+06    8.974E+04    4.280E+07    938.99    5.549E-09       1.509E+07
  1804.00    3.743E+07    5.850E+06    9.093E+04    4.337E+07    938.98    5.623E-09       1.497E+07
  1802.00    3.793E+07    5.928E+06    9.215E+04    4.395E+07    938.98    5.698E-09       1.489E+07
  1800.00    3.844E+07    6.008E+06    9.339E+04    4.454E+07    938.97    5.774E-09       1.507E+07
  1798.00    3.895E+07    6.088E+06    9.463E+04    4.513E+07    938.97    5.851E-09       1.527E+07
  1796.00    3.946E+07    6.168E+06    9.586E+04    4.572E+07    938.97    5.928E-09       1.516E+07
  1794.00    3.998E+07    6.249E+06    9.713E+04    4.633E+07    938.98    6.006E-09       1.567E+07
  1792.00    4.049E+07    6.329E+06    9.837E+04    4.692E+07    938.99    6.082E-09       1.586E+07
  1790.00    4.100E+07    6.408E+06    9.961E+04    4.751E+07    939.00    6.159E-09       1.637E+07
  1788.00    4.150E+07    6.486E+06    1.008E+05    4.809E+07    939.02    6.234E-09       1.657E+07
  1786.00    4.200E+07    6.565E+06    1.020E+05    4.867E+07    939.04    6.310E-09       1.711E+07
  1784.00    4.249E+07    6.641E+06    1.032E+05    4.923E+07    939.06    6.383E-09       1.695E+07
  1782.00    4.299E+07    6.719E+06    1.044E+05    4.981E+07    939.09    6.459E-09       1.751E+07
  1780.00    4.348E+07    6.796E+06    1.056E+05    5.038E+07    939.11    6.532E-09       1.734E+07
  1778.00    4.398E+07    6.874E+06    1.068E+05    5.096E+07    939.14    6.608E-09       1.756E+07
  1776.00    4.448E+07    6.952E+06    1.081E+05    5.154E+07    939.16    6.683E-09       1.743E+07
  1774.00    4.499E+07    7.032E+06    1.093E+05    5.213E+07    939.17    6.760E-09       1.729E+07
  1772.00    4.551E+07    7.113E+06    1.106E+05    5.273E+07    939.18    6.838E-09       1.717E+07
  1770.00    4.604E+07    7.196E+06    1.118E+05    5.335E+07    939.18    6.918E-09       1.707E+07
  1768.00    4.658E+07    7.281E+06    1.132E+05    5.397E+07    939.17    6.999E-09       1.697E+07
  1766.00    4.713E+07    7.366E+06    1.145E+05    5.461E+07    939.15    7.081E-09       1.660E+07
  1764.00    4.770E+07    7.456E+06    1.159E+05    5.527E+07    939.11    7.166E-09       1.624E+07
  1762.00    4.829E+07    7.548E+06    1.173E+05    5.596E+07    939.06    7.255E-09       1.591E+07
  1760.00    4.890E+07    7.643E+06    1.188E+05    5.666E+07    939.00    7.346E-09       1.563E+07
  1758.00    4.953E+07    7.742E+06    1.203E+05    5.739E+07    938.92    7.440E-09       1.535E+07
  1756.00    5.018E+07    7.843E+06    1.219E+05    5.815E+07    938.83    7.537E-09       1.511E+07
  1754.00    5.085E+07    7.948E+06    1.235E+05    5.892E+07    938.72    7.636E-09       1.532E+07
  1752.00    5.152E+07    8.053E+06    1.252E+05    5.970E+07    938.61    7.736E-09       1.507E+07
  1750.00    5.221E+07    8.160E+06    1.268E+05    6.050E+07    938.50    7.839E-09       1.505E+07
  1748.00    5.291E+07    8.270E+06    1.285E+05    6.131E+07    938.39    7.943E-09       1.525E+07
  1746.00    5.361E+07    8.379E+06    1.302E+05    6.212E+07    938.28    8.047E-09       1.546E+07
  1744.00    5.431E+07    8.489E+06    1.319E+05    6.293E+07    938.17    8.151E-09       1.564E+07
  1742.00    5.501E+07    8.598E+06    1.336E+05    6.374E+07    938.08    8.256E-09       1.606E+07
  1740.00    5.570E+07    8.706E+06    1.353E+05    6.454E+07    938.00    8.358E-09       1.623E+07
  1738.00    5.639E+07    8.814E+06    1.370E+05    6.534E+07    937.94    8.461E-09       1.666E+07
  1736.00    5.707E+07    8.920E+06    1.386E+05    6.613E+07    937.89    8.563E-09       1.710E+07
  1734.00    5.774E+07    9.025E+06    1.403E+05    6.691E+07    937.85    8.663E-09       1.701E+07
  1732.00    5.842E+07    9.131E+06    1.419E+05    6.769E+07    937.83    8.765E-09       1.720E+07
  1730.00    5.910E+07    9.237E+06    1.436E+05    6.848E+07    937.82    8.867E-09       1.738E+07
  1728.00    5.978E+07    9.344E+06    1.452E+05    6.927E+07    937.82    8.969E-09       1.731E+07
  1726.00    6.047E+07    9.452E+06    1.469E+05    7.007E+07    937.83    9.073E-09       1.726E+07
  1724.00    6.117E+07    9.561E+06    1.486E+05    7.088E+07    937.84    9.178E-09       1.720E+07
  1722.00    6.188E+07    9.672E+06    1.503E+05    7.170E+07    937.86    9.284E-09       1.716E+07
  1720.00    6.260E+07    9.784E+06    1.521E+05    7.254E+07    937.88    9.393E-09       1.687E+07
  1718.00    6.334E+07    9.900E+06    1.539E+05    7.339E+07    937.91    9.504E-09       1.686E+07
  1716.00    6.409E+07    1.002E+07    1.557E+05    7.426E+07    937.93    9.617E-09       1.639E+07
  1714.00    6.487E+07    1.014E+07    1.576E+05    7.517E+07    937.96    9.734E-09       1.619E+07
  1712.00    6.567E+07    1.026E+07    1.595E+05    7.609E+07    937.98    9.854E-09       1.580E+07
  1710.00    6.650E+07    1.039E+07    1.616E+05    7.706E+07    938.00    9.979E-09       1.563E+07
  1708.00    6.735E+07    1.053E+07    1.636E+05    7.804E+07    938.01    1.011E-08       1.529E+07
  1706.00    6.823E+07    1.066E+07    1.658E+05    7.906E+07    938.02    1.024E-08       1.515E+07
  1704.00    6.913E+07    1.081E+07    1.679E+05    8.010E+07    938.03    1.037E-08       1.503E+07
  1702.00    7.005E+07    1.095E+07    1.702E+05    8.117E+07    938.03    1.051E-08       1.506E+07
  1700.00    7.098E+07    1.109E+07    1.724E+05    8.225E+07    938.03    1.065E-08       1.510E+07
  1698.00    7.192E+07    1.124E+07    1.747E+05    8.334E+07    938.03    1.079E-08       1.531E+07
  1696.00    7.286E+07    1.139E+07    1.770E+05    8.443E+07    938.02    1.093E-08       1.535E+07
  1694.00    7.381E+07    1.154E+07    1.793E+05    8.553E+07    938.01    1.108E-08       1.554E+07
  1692.00    7.476E+07    1.169E+07    1.816E+05    8.663E+07    938.01    1.122E-08       1.592E+07
  1690.00    7.570E+07    1.183E+07    1.839E+05    8.772E+07    938.00    1.136E-08       1.629E+07
  1688.00    7.663E+07    1.198E+07    1.862E+05    8.879E+07    937.99    1.150E-08       1.648E+07
  1686.00    7.756E+07    1.212E+07    1.884E+05    8.987E+07    937.99    1.164E-08       1.669E+07
  1684.00    7.849E+07    1.227E+07    1.907E+05    9.095E+07    937.98    1.178E-08       1.689E+07
  1682.00    7.942E+07    1.241E+07    1.929E+05    9.203E+07    937.97    1.192E-08       1.708E+07
  1680.00    8.035E+07    1.256E+07    1.952E+05    9.310E+07    937.97    1.206E-08       1.728E+07
  1678.00    8.128E+07    1.270E+07    1.975E+05    9.418E+07    937.97    1.220E-08       1.713E+07
  1676.00    8.223E+07    1.285E+07    1.998E+05    9.528E+07    937.96    1.234E-08       1.713E+07
  1674.00    8.319E+07    1.300E+07    2.021E+05    9.639E+07    937.96    1.248E-08       1.715E+07
  1672.00    8.416E+07    1.315E+07    2.045E+05    9.752E+07    937.96    1.263E-08       1.700E+07
  1670.00    8.515E+07    1.331E+07    2.069E+05    9.867E+07    937.96    1.278E-08       1.668E+07
  1668.00    8.617E+07    1.347E+07    2.093E+05    9.985E+07    937.97    1.293E-08       1.657E+07
  1666.00    8.721E+07    1.363E+07    2.119E+05    1.011E+08    937.97    1.309E-08       1.644E+07
  1664.00    8.827E+07    1.380E+07    2.144E+05    1.023E+08    937.98    1.325E-08       1.604E+07
  1662.00    8.937E+07    1.397E+07    2.171E+05    1.036E+08    937.99    1.341E-08       1.580E+07
  1660.00    9.050E+07    1.415E+07    2.199E+05    1.049E+08    938.00    1.358E-08       1.546E+07
  1658.00    9.167E+07    1.433E+07    2.227E+05    1.062E+08    938.01    1.376E-08       1.538E+07
  1656.00    9.286E+07    1.451E+07    2.256E+05    1.076E+08    938.03    1.394E-08       1.509E+07
  1654.00    9.409E+07    1.471E+07    2.286E+05    1.090E+08    938.04    1.412E-08       1.516E+07
  1652.00    9.533E+07    1.490E+07    2.316E+05    1.105E+08    938.05    1.431E-08       1.500E+07
  1650.00    9.660E+07    1.510E+07    2.347E+05    1.119E+08    938.06    1.450E-08       1.521E+07
  1648.00    9.787E+07    1.530E+07    2.378E+05    1.134E+08    938.06    1.469E-08       1.529E+07
  1646.00    9.915E+07    1.550E+07    2.409E+05    1.149E+08    938.06    1.488E-08       1.588E+07
  1644.00    1.004E+08    1.569E+07    2.439E+05    1.163E+08    938.05    1.507E-08       1.547E+07
  1642.00    1.017E+08    1.590E+07    2.471E+05    1.178E+08    938.03    1.526E-08       1.569E+07
  1640.00    1.030E+08    1.610E+07    2.502E+05    1.193E+08    938.00    1.546E-08       1.590E+07
  1638.00    1.043E+08    1.630E+07    2.534E+05    1.209E+08    937.96    1.565E-08       1.747E+07
  1636.00    1.055E+08    1.649E+07    2.563E+05    1.222E+08    937.91    1.583E-08       1.632E+07
  1634.00    1.068E+08    1.669E+07    2.595E+05    1.238E+08    937.85    1.602E-08       1.792E+07
  1632.00    1.080E+08    1.688E+07    2.624E+05    1.251E+08    937.78    1.620E-08       1.672E+07
  1630.00    1.093E+08    1.708E+07    2.655E+05    1.266E+08    937.71    1.640E-08       1.694E+07
  1628.00    1.106E+08    1.729E+07    2.687E+05    1.282E+08    937.63    1.659E-08       1.858E+07
  1626.00    1.118E+08    1.747E+07    2.716E+05    1.295E+08    937.55    1.677E-08       1.733E+07
  1624.00    1.131E+08    1.768E+07    2.748E+05    1.311E+08    937.47    1.696E-08       1.753E+07
  1622.00    1.144E+08    1.788E+07    2.779E+05    1.326E+08    937.39    1.716E-08       1.646E+07
  1620.00    1.158E+08    1.810E+07    2.813E+05    1.342E+08    937.31    1.736E-08       1.665E+07
  1618.00    1.172E+08    1.832E+07    2.847E+05    1.358E+08    937.24    1.757E-08       1.685E+07
  1616.00    1.186E+08    1.854E+07    2.881E+05    1.374E+08    937.17    1.778E-08       1.705E+07
  1614.00    1.200E+08    1.876E+07    2.915E+05    1.390E+08    937.10    1.799E-08       1.607E+07
  1612.00    1.215E+08    1.899E+07    2.952E+05    1.408E+08    937.05    1.821E-08       1.627E+07
  1610.00    1.230E+08    1.923E+07    2.988E+05    1.425E+08    937.00    1.844E-08       1.543E+07
  1608.00    1.246E+08    1.948E+07    3.027E+05    1.444E+08    936.96    1.868E-08       1.560E+07
  1606.00    1.262E+08    1.973E+07    3.066E+05    1.462E+08    936.94    1.892E-08       1.580E+07
  1604.00    1.278E+08    1.998E+07    3.105E+05    1.481E+08    936.92    1.916E-08       1.504E+07
  1602.00    1.295E+08    2.024E+07    3.146E+05    1.501E+08    936.92    1.941E-08       1.524E+07
  1600.00    1.312E+08    2.051E+07    3.187E+05    1.520E+08    936.92    1.967E-08       1.458E+07
  1598.00    1.330E+08    2.079E+07    3.231E+05    1.541E+08    936.92    1.994E-08       1.563E+07
  1596.00    1.347E+08    2.105E+07    3.272E+05    1.561E+08    936.93    2.019E-08       1.494E+07
  1594.00    1.365E+08    2.134E+07    3.316E+05    1.582E+08    936.95    2.046E-08       1.603E+07
  1592.00    1.382E+08    2.160E+07    3.357E+05    1.601E+08    936.97    2.072E-08       1.532E+07
  1590.00    1.400E+08    2.188E+07    3.401E+05    1.622E+08    937.00    2.099E-08       1.552E+07
  1588.00    1.418E+08    2.216E+07    3.445E+05    1.643E+08    937.03    2.126E-08       1.664E+07
  1586.00    1.435E+08    2.243E+07    3.486E+05    1.663E+08    937.06    2.151E-08       1.590E+07
  1584.00    1.453E+08    2.271E+07    3.530E+05    1.684E+08    937.09    2.178E-08       1.705E+07
  1582.00    1.470E+08    2.298E+07    3.571E+05    1.703E+08    937.12    2.204E-08       1.630E+07
  1580.00    1.488E+08    2.326E+07    3.615E+05    1.724E+08    937.14    2.231E-08       1.650E+07
  1578.00    1.506E+08    2.354E+07    3.659E+05    1.745E+08    937.16    2.258E-08       1.670E+07
  1576.00    1.524E+08    2.382E+07    3.702E+05    1.766E+08    937.18    2.285E-08       1.692E+07
  1574.00    1.542E+08    2.410E+07    3.746E+05    1.787E+08    937.19    2.312E-08       1.622E+07
  1572.00    1.561E+08    2.440E+07    3.792E+05    1.809E+08    937.20    2.340E-08       1.645E+07
  1570.00    1.580E+08    2.470E+07    3.838E+05    1.831E+08    937.19    2.369E-08       1.665E+07
  1568.00    1.599E+08    2.499E+07    3.885E+05    1.853E+08    937.18    2.397E-08       1.688E+07
  1566.00    1.618E+08    2.529E+07    3.931E+05    1.875E+08    937.15    2.426E-08       1.622E+07
  1564.00    1.638E+08    2.560E+07    3.979E+05    1.898E+08    937.12    2.456E-08       1.567E+07
  1562.00    1.659E+08    2.593E+07    4.030E+05    1.922E+08    937.07    2.487E-08       1.589E+07
  1560.00    1.680E+08    2.626E+07    4.081E+05    1.947E+08    937.00    2.518E-08       1.537E+07
  1558.00    1.702E+08    2.660E+07    4.135E+05    1.972E+08    936.92    2.551E-08       1.559E+07
  1556.00    1.724E+08    2.695E+07    4.188E+05    1.998E+08    936.83    2.584E-08       1.582E+07
  1554.00    1.746E+08    2.729E+07    4.242E+05    2.023E+08    936.72    2.616E-08       1.532E+07
  1552.00    1.769E+08    2.765E+07    4.298E+05    2.050E+08    936.61    2.651E-08       1.552E+07
  1550.00    1.792E+08    2.801E+07    4.353E+05    2.076E+08    936.50    2.685E-08       1.573E+07
  1548.00    1.815E+08    2.837E+07    4.409E+05    2.103E+08    936.39    2.719E-08       1.526E+07
  1546.00    1.839E+08    2.874E+07    4.468E+05    2.131E+08    936.28    2.755E-08       1.547E+07
  1544.00    1.863E+08    2.912E+07    4.526E+05    2.159E+08    936.17    2.790E-08       1.633E+07
  1542.00    1.886E+08    2.948E+07    4.582E+05    2.185E+08    936.08    2.824E-08       1.582E+07
  1540.00    1.910E+08    2.985E+07    4.640E+05    2.213E+08    936.00    2.860E-08       1.601E+07
  1538.00    1.934E+08    3.023E+07    4.698E+05    2.241E+08    935.93    2.896E-08       1.689E+07
  1536.00    1.957E+08    3.059E+07    4.754E+05    2.268E+08    935.88    2.930E-08       1.635E+07
  1534.00    1.981E+08    3.096E+07    4.813E+05    2.295E+08    935.85    2.966E-08       1.727E+07
  1532.00    2.004E+08    3.132E+07    4.869E+05    2.322E+08    935.82    3.000E-08       1.672E+07
  1530.00    2.028E+08    3.170E+07    4.927E+05    2.350E+08    935.81    3.036E-08       1.692E+07
  1528.00    2.052E+08    3.207E+07    4.985E+05    2.378E+08    935.80    3.072E-08       1.640E+07
  1526.00    2.077E+08    3.246E+07    5.046E+05    2.407E+08    935.81    3.109E-08       1.729E+07
  1524.00    2.101E+08    3.284E+07    5.104E+05    2.434E+08    935.82    3.145E-08       1.615E+07
  1522.00    2.127E+08    3.325E+07    5.167E+05    2.465E+08    935.83    3.184E-08       1.697E+07
  1520.00    2.152E+08    3.364E+07    5.228E+05    2.494E+08    935.86    3.222E-08       1.652E+07
  1518.00    2.178E+08    3.404E+07    5.291E+05    2.524E+08    935.88    3.261E-08       1.609E+07
  1516.00    2.205E+08    3.446E+07    5.357E+05    2.555E+08    935.91    3.301E-08       1.571E+07
  1514.00    2.233E+08    3.490E+07    5.425E+05    2.587E+08    935.94    3.344E-08       1.591E+07
  1512.00    2.261E+08    3.534E+07    5.493E+05    2.620E+08    935.97    3.386E-08       1.555E+07
  1510.00    2.290E+08    3.579E+07    5.563E+05    2.653E+08    936.00    3.429E-08       1.523E+07
  1508.00    2.320E+08    3.626E+07    5.636E+05    2.688E+08    936.03    3.474E-08       1.494E+07
  1506.00    2.351E+08    3.675E+07    5.712E+05    2.724E+08    936.05    3.521E-08       1.514E+07
  1504.00    2.382E+08    3.723E+07    5.787E+05    2.760E+08    936.07    3.567E-08       1.488E+07
  1502.00    2.414E+08    3.773E+07    5.865E+05    2.797E+08    936.08    3.615E-08       1.508E+07
  1500.00    2.446E+08    3.823E+07    5.942E+05    2.834E+08    936.09    3.663E-08       1.482E+07
  1498.00    2.479E+08    3.875E+07    6.022E+05    2.872E+08    936.09    3.712E-08       1.551E+07
  1496.00    2.511E+08    3.925E+07    6.100E+05    2.910E+08    936.08    3.760E-08       1.524E+07
  1494.00    2.544E+08    3.976E+07    6.180E+05    2.948E+08    936.06    3.810E-08       1.544E+07
  1492.00    2.577E+08    4.028E+07    6.261E+05    2.986E+08    936.04    3.859E-08       1.567E+07
  1490.00    2.610E+08    4.079E+07    6.341E+05    3.024E+08    936.00    3.908E-08       1.589E+07
  1488.00    2.643E+08    4.131E+07    6.421E+05    3.063E+08    935.95    3.957E-08       1.661E+07
  1486.00    2.675E+08    4.181E+07    6.499E+05    3.100E+08    935.89    4.005E-08       1.681E+07
  1484.00    2.707E+08    4.231E+07    6.576E+05    3.137E+08    935.83    4.053E-08       1.652E+07
  1482.00    2.740E+08    4.283E+07    6.657E+05    3.175E+08    935.75    4.102E-08       1.724E+07
  1480.00    2.772E+08    4.333E+07    6.734E+05    3.212E+08    935.68    4.149E-08       1.692E+07
  1478.00    2.805E+08    4.384E+07    6.814E+05    3.250E+08    935.60    4.198E-08       1.714E+07
  1476.00    2.838E+08    4.436E+07    6.895E+05    3.288E+08    935.51    4.247E-08       1.682E+07
  1474.00    2.872E+08    4.489E+07    6.977E+05    3.328E+08    935.43    4.298E-08       1.702E+07
  1472.00    2.906E+08    4.542E+07    7.060E+05    3.367E+08    935.35    4.348E-08       1.673E+07
  1470.00    2.941E+08    4.597E+07    7.145E+05    3.408E+08    935.27    4.400E-08       1.644E+07
  1468.00    2.977E+08    4.653E+07    7.232E+05    3.450E+08    935.20    4.454E-08       1.618E+07
  1466.00    3.014E+08    4.711E+07    7.322E+05    3.492E+08    935.14    4.509E-08       1.638E+07
  1464.00    3.051E+08    4.769E+07    7.412E+05    3.535E+08    935.08    4.564E-08       1.571E+07
  1462.00    3.090E+08    4.830E+07    7.507E+05    3.580E+08    935.03    4.622E-08       1.549E+07
  1460.00    3.130E+08    4.892E+07    7.604E+05    3.627E+08    935.00    4.682E-08       1.529E+07
  1458.00    3.171E+08    4.956E+07    7.704E+05    3.674E+08    934.98    4.743E-08       1.511E+07
  1456.00    3.213E+08    5.022E+07    7.806E+05    3.723E+08    934.97    4.806E-08       1.460E+07
  1454.00    3.257E+08    5.091E+07    7.913E+05    3.774E+08    934.97    4.872E-08       1.480E+07
  1452.00    3.301E+08    5.159E+07    8.019E+05    3.825E+08    934.97    4.938E-08       1.499E+07
  1450.00    3.345E+08    5.228E+07    8.126E+05    3.876E+08    934.98    5.003E-08       1.485E+07
  1448.00    3.390E+08    5.299E+07    8.236E+05    3.928E+08    934.99    5.071E-08       1.505E+07
  1446.00    3.435E+08    5.369E+07    8.345E+05    3.980E+08    935.00    5.138E-08       1.525E+07
  1444.00    3.480E+08    5.439E+07    8.454E+05    4.032E+08    935.01    5.205E-08       1.547E+07
  1442.00    3.525E+08    5.510E+07    8.564E+05    4.085E+08    935.01    5.273E-08       1.568E+07
  1440.00    3.570E+08    5.580E+07    8.673E+05    4.137E+08    935.00    5.340E-08       1.626E+07
  1438.00    3.614E+08    5.649E+07    8.780E+05    4.188E+08    934.98    5.406E-08       1.646E+07
  1436.00    3.658E+08    5.717E+07    8.887E+05    4.239E+08    934.96    5.471E-08       1.669E+07
  1434.00    3.702E+08    5.786E+07    8.994E+05    4.290E+08    934.92    5.537E-08       1.689E+07
  1432.00    3.746E+08    5.855E+07    9.101E+05    4.341E+08    934.88    5.603E-08       1.712E+07
  1430.00    3.790E+08    5.924E+07    9.207E+05    4.392E+08    934.82    5.668E-08       1.732E+07
  1428.00    3.834E+08    5.993E+07    9.314E+05    4.443E+08    934.76    5.733E-08       1.753E+07
  1426.00    3.878E+08    6.061E+07    9.421E+05    4.494E+08    934.70    5.799E-08       1.735E+07
  1424.00    3.923E+08    6.132E+07    9.531E+05    4.546E+08    934.63    5.866E-08       1.718E+07
  1422.00    3.969E+08    6.204E+07    9.642E+05    4.599E+08    934.55    5.934E-08       1.703E+07
  1420.00    4.016E+08    6.277E+07    9.756E+05    4.653E+08    934.46    6.004E-08       1.686E+07
  1418.00    4.064E+08    6.352E+07    9.873E+05    4.709E+08    934.38    6.075E-08       1.672E+07
  1416.00    4.113E+08    6.429E+07    9.992E+05    4.766E+08    934.29    6.148E-08       1.627E+07
  1414.00    4.164E+08    6.508E+07    1.012E+06    4.825E+08    934.19    6.223E-08       1.614E+07
  1412.00    4.216E+08    6.590E+07    1.024E+06    4.885E+08    934.10    6.300E-08       1.575E+07
  1410.00    4.270E+08    6.674E+07    1.037E+06    4.948E+08    934.00    6.380E-08       1.538E+07
  1408.00    4.326E+08    6.762E+07    1.051E+06    5.013E+08    933.90    6.463E-08       1.530E+07
