 # Alt [km]  H2 [cm^-2]   He [cm^-2]  CH4 [cm^-2]   H [cm^-2]   Tot [cm^-2]
  1650.00    1.594E+15    1.236E+10    1.162E-16    9.461E+14    2.540E+15
  1648.00    1.607E+15    1.257E+10    1.267E-16    9.506E+14    2.558E+15
  1646.00    1.634E+15    1.299E+10    1.489E-16    9.597E+14    2.594E+15
  1644.00    1.647E+15    1.320E+10    1.607E-16    9.644E+14    2.612E+15
  1642.00    1.675E+15    1.365E+10    1.847E-16    9.736E+14    2.648E+15
  1640.00    1.688E+15    1.387E+10    1.969E-16    9.783E+14    2.667E+15
  1638.00    1.716E+15    1.434E+10    2.207E-16    9.877E+14    2.704E+15
  1636.00    1.730E+15    1.458E+10    2.323E-16    9.925E+14    2.723E+15
  1634.00    1.759E+15    1.506E+10    2.548E-16    1.002E+15    2.761E+15
  1632.00    1.773E+15    1.532E+10    2.658E-16    1.007E+15    2.780E+15
  1630.00    1.803E+15    1.583E+10    2.880E-16    1.017E+15    2.819E+15
  1628.00    1.818E+15    1.609E+10    2.996E-16    1.021E+15    2.839E+15
  1626.00    1.847E+15    1.662E+10    3.243E-16    1.031E+15    2.879E+15
  1624.00    1.863E+15    1.690E+10    3.385E-16    1.036E+15    2.899E+15
  1622.00    1.893E+15    1.746E+10    3.708E-16    1.046E+15    2.939E+15
  1620.00    1.909E+15    1.775E+10    3.908E-16    1.051E+15    2.960E+15
  1618.00    1.940E+15    1.833E+10    4.375E-16    1.061E+15    3.001E+15
  1616.00    1.956E+15    1.864E+10    4.674E-16    1.066E+15    3.022E+15
  1614.00    1.988E+15    1.925E+10    5.377E-16    1.076E+15    3.064E+15
  1612.00    2.004E+15    1.957E+10    5.826E-16    1.081E+15    3.086E+15
  1610.00    2.037E+15    2.022E+10    6.873E-16    1.092E+15    3.129E+15
  1608.00    2.054E+15    2.056E+10    7.532E-16    1.097E+15    3.151E+15
  1606.00    2.088E+15    2.124E+10    9.035E-16    1.107E+15    3.195E+15
  1604.00    2.105E+15    2.159E+10    9.940E-16    1.113E+15    3.218E+15
  1602.00    2.140E+15    2.232E+10    1.193E-15    1.123E+15    3.263E+15
  1600.00    2.157E+15    2.269E+10    1.308E-15    1.129E+15    3.286E+15
  1598.00    2.193E+15    2.345E+10    1.551E-15    1.139E+15    3.332E+15
  1596.00    2.211E+15    2.384E+10    1.685E-15    1.145E+15    3.356E+15
  1594.00    2.247E+15    2.465E+10    1.960E-15    1.156E+15    3.403E+15
  1592.00    2.266E+15    2.506E+10    2.104E-15    1.161E+15    3.427E+15
  1590.00    2.303E+15    2.590E+10    2.390E-15    1.173E+15    3.476E+15
  1588.00    2.322E+15    2.634E+10    2.531E-15    1.178E+15    3.501E+15
  1586.00    2.361E+15    2.722E+10    2.805E-15    1.189E+15    3.550E+15
  1584.00    2.380E+15    2.767E+10    2.937E-15    1.195E+15    3.575E+15
  1582.00    2.420E+15    2.860E+10    3.198E-15    1.207E+15    3.626E+15
  1580.00    2.440E+15    2.907E+10    3.329E-15    1.212E+15    3.652E+15
  1578.00    2.480E+15    3.004E+10    3.599E-15    1.224E+15    3.704E+15
  1576.00    2.500E+15    3.054E+10    3.747E-15    1.230E+15    3.730E+15
  1574.00    2.541E+15    3.155E+10    4.074E-15    1.242E+15    3.783E+15
  1572.00    2.562E+15    3.208E+10    4.271E-15    1.247E+15    3.810E+15
  1570.00    2.605E+15    3.314E+10    4.725E-15    1.259E+15    3.864E+15
  1568.00    2.626E+15    3.368E+10    5.012E-15    1.265E+15    3.891E+15
  1566.00    2.669E+15    3.480E+10    5.689E-15    1.277E+15    3.947E+15
  1564.00    2.691E+15    3.537E+10    6.123E-15    1.283E+15    3.975E+15
  1562.00    2.736E+15    3.655E+10    7.140E-15    1.296E+15    4.031E+15
  1560.00    2.758E+15    3.715E+10    7.787E-15    1.302E+15    4.060E+15
  1558.00    2.804E+15    3.838E+10    9.285E-15    1.314E+15    4.118E+15
  1556.00    2.827E+15    3.902E+10    1.021E-14    1.320E+15    4.147E+15
  1554.00    2.874E+15    4.032E+10    1.228E-14    1.333E+15    4.207E+15
  1552.00    2.897E+15    4.100E+10    1.350E-14    1.339E+15    4.237E+15
  1550.00    2.945E+15    4.237E+10    1.614E-14    1.352E+15    4.297E+15
  1548.00    2.970E+15    4.308E+10    1.762E-14    1.359E+15    4.328E+15
  1546.00    3.019E+15    4.453E+10    2.072E-14    1.371E+15    4.390E+15
  1544.00    3.044E+15    4.527E+10    2.238E-14    1.378E+15    4.422E+15
  1542.00    3.094E+15    4.680E+10    2.575E-14    1.391E+15    4.486E+15
  1540.00    3.120E+15    4.758E+10    2.745E-14    1.398E+15    4.518E+15
  1538.00    3.172E+15    4.918E+10    3.080E-14    1.411E+15    4.583E+15
  1536.00    3.198E+15    5.001E+10    3.242E-14    1.418E+15    4.616E+15
  1534.00    3.251E+15    5.168E+10    3.559E-14    1.431E+15    4.682E+15
  1532.00    3.278E+15    5.255E+10    3.714E-14    1.438E+15    4.716E+15
  1530.00    3.332E+15    5.430E+10    4.025E-14    1.452E+15    4.784E+15
  1528.00    3.360E+15    5.521E+10    4.187E-14    1.459E+15    4.818E+15
  1526.00    3.415E+15    5.705E+10    4.534E-14    1.473E+15    4.888E+15
  1524.00    3.443E+15    5.800E+10    4.734E-14    1.480E+15    4.923E+15
  1522.00    3.500E+15    5.992E+10    5.187E-14    1.494E+15    4.994E+15
  1520.00    3.529E+15    6.092E+10    5.468E-14    1.501E+15    5.030E+15
  1518.00    3.587E+15    6.294E+10    6.125E-14    1.515E+15    5.102E+15
  1516.00    3.617E+15    6.398E+10    6.545E-14    1.522E+15    5.139E+15
  1514.00    3.677E+15    6.611E+10    7.533E-14    1.536E+15    5.213E+15
  1512.00    3.707E+15    6.720E+10    8.164E-14    1.544E+15    5.251E+15
  1510.00    3.768E+15    6.944E+10    9.638E-14    1.558E+15    5.327E+15
  1508.00    3.799E+15    7.059E+10    1.057E-13    1.566E+15    5.365E+15
  1506.00    3.862E+15    7.295E+10    1.268E-13    1.580E+15    5.443E+15
  1504.00    3.894E+15    7.417E+10    1.395E-13    1.588E+15    5.482E+15
  1502.00    3.959E+15    7.665E+10    1.676E-13    1.603E+15    5.562E+15
  1500.00    3.992E+15    7.793E+10    1.837E-13    1.611E+15    5.602E+15
  1498.00    4.058E+15    8.055E+10    2.181E-13    1.626E+15    5.684E+15
  1496.00    4.092E+15    8.190E+10    2.368E-13    1.634E+15    5.725E+15
  1494.00    4.160E+15    8.466E+10    2.757E-13    1.649E+15    5.809E+15
  1492.00    4.194E+15    8.608E+10    2.959E-13    1.657E+15    5.851E+15
  1490.00    4.264E+15    8.898E+10    3.363E-13    1.673E+15    5.937E+15
  1488.00    4.300E+15    9.047E+10    3.562E-13    1.681E+15    5.980E+15
  1486.00    4.371E+15    9.351E+10    3.950E-13    1.696E+15    6.068E+15
  1484.00    4.407E+15    9.508E+10    4.137E-13    1.705E+15    6.112E+15
  1482.00    4.481E+15    9.826E+10    4.507E-13    1.721E+15    6.201E+15
  1480.00    4.518E+15    9.990E+10    4.693E-13    1.729E+15    6.247E+15
  1478.00    4.593E+15    1.032E+11    5.078E-13    1.745E+15    6.338E+15
  1476.00    4.631E+15    1.049E+11    5.289E-13    1.753E+15    6.384E+15
  1474.00    4.708E+15    1.084E+11    5.755E-13    1.770E+15    6.478E+15
  1472.00    4.747E+15    1.102E+11    6.036E-13    1.778E+15    6.525E+15
  1470.00    4.825E+15    1.139E+11    6.684E-13    1.795E+15    6.621E+15
  1468.00    4.865E+15    1.158E+11    7.094E-13    1.803E+15    6.669E+15
  1466.00    4.946E+15    1.196E+11    8.058E-13    1.820E+15    6.766E+15
  1464.00    4.987E+15    1.216E+11    8.676E-13    1.829E+15    6.816E+15
  1462.00    5.070E+15    1.257E+11    1.012E-12    1.846E+15    6.916E+15
  1460.00    5.112E+15    1.278E+11    1.104E-12    1.855E+15    6.966E+15
  1458.00    5.196E+15    1.321E+11    1.317E-12    1.872E+15    7.069E+15
  1456.00    5.239E+15    1.343E+11    1.449E-12    1.881E+15    7.121E+15
  1454.00    5.327E+15    1.388E+11    1.743E-12    1.899E+15    7.226E+15
  1452.00    5.371E+15    1.411E+11    1.916E-12    1.908E+15    7.279E+15
  1450.00    5.460E+15    1.459E+11    2.291E-12    1.926E+15    7.386E+15
  1448.00    5.506E+15    1.483E+11    2.501E-12    1.935E+15    7.441E+15
  1446.00    5.598E+15    1.534E+11    2.942E-12    1.953E+15    7.551E+15
  1444.00    5.645E+15    1.559E+11    3.178E-12    1.962E+15    7.607E+15
  1442.00    5.739E+15    1.612E+11    3.658E-12    1.981E+15    7.720E+15
  1440.00    5.787E+15    1.640E+11    3.901E-12    1.990E+15    7.777E+15
  1438.00    5.883E+15    1.695E+11    4.379E-12    2.009E+15    7.892E+15
  1436.00    5.932E+15    1.724E+11    4.611E-12    2.018E+15    7.951E+15
  1434.00    6.031E+15    1.782E+11    5.066E-12    2.037E+15    8.069E+15
  1432.00    6.082E+15    1.812E+11    5.288E-12    2.047E+15    8.129E+15
  1430.00    6.183E+15    1.873E+11    5.738E-12    2.066E+15    8.249E+15
  1428.00    6.234E+15    1.904E+11    5.973E-12    2.076E+15    8.310E+15
  1426.00    6.338E+15    1.968E+11    6.477E-12    2.095E+15    8.434E+15
  1424.00    6.391E+15    2.001E+11    6.767E-12    2.105E+15    8.496E+15
  1422.00    6.497E+15    2.067E+11    7.426E-12    2.125E+15    8.622E+15
  1420.00    6.551E+15    2.102E+11    7.834E-12    2.135E+15    8.686E+15
  1418.00    6.660E+15    2.172E+11    8.787E-12    2.155E+15    8.814E+15
  1416.00    6.715E+15    2.208E+11    9.395E-12    2.165E+15    8.880E+15
  1414.00    6.826E+15    2.282E+11    1.082E-11    2.185E+15    9.011E+15
  1412.00    6.883E+15    2.320E+11    1.174E-11    2.195E+15    9.078E+15
  1410.00    6.997E+15    2.397E+11    1.386E-11    2.215E+15    9.213E+15
  1408.00    7.055E+15    2.437E+11    1.520E-11    2.226E+15    9.281E+15
  1406.00    7.172E+15    2.519E+11    1.824E-11    2.247E+15    9.419E+15
  1404.00    7.232E+15    2.562E+11    2.007E-11    2.257E+15    9.489E+15
  1402.00    7.352E+15    2.648E+11    2.411E-11    2.278E+15    9.631E+15
  1400.00    7.413E+15    2.693E+11    2.642E-11    2.289E+15    9.702E+15
  1398.00    7.537E+15    2.784E+11    3.137E-11    2.310E+15    9.848E+15
  1396.00    7.600E+15    2.831E+11    3.407E-11    2.321E+15    9.921E+15
  1394.00    7.727E+15    2.927E+11    3.968E-11    2.343E+15    1.007E+16
  1392.00    7.792E+15    2.977E+11    4.261E-11    2.354E+15    1.015E+16
  1390.00    7.922E+15    3.078E+11    4.847E-11    2.376E+15    1.030E+16
  1388.00    7.988E+15    3.130E+11    5.137E-11    2.387E+15    1.038E+16
  1386.00    8.121E+15    3.236E+11    5.706E-11    2.409E+15    1.053E+16
  1384.00    8.189E+15    3.291E+11    5.982E-11    2.420E+15    1.061E+16
  1382.00    8.326E+15    3.402E+11    6.531E-11    2.443E+15    1.077E+16
  1380.00    8.395E+15    3.459E+11    6.808E-11    2.454E+15    1.085E+16
  1378.00    8.535E+15    3.576E+11    7.385E-11    2.477E+15    1.101E+16
  1376.00    8.606E+15    3.636E+11    7.702E-11    2.489E+15    1.110E+16
  1374.00    8.750E+15    3.758E+11    8.403E-11    2.512E+15    1.126E+16
  1372.00    8.822E+15    3.820E+11    8.822E-11    2.524E+15    1.135E+16
  1370.00    8.969E+15    3.948E+11    9.790E-11    2.547E+15    1.152E+16
  1368.00    9.044E+15    4.014E+11    1.040E-10    2.559E+15    1.160E+16
  1366.00    9.194E+15    4.148E+11    1.182E-10    2.582E+15    1.178E+16
  1364.00    9.270E+15    4.217E+11    1.273E-10    2.594E+15    1.187E+16
  1362.00    9.425E+15    4.359E+11    1.486E-10    2.618E+15    1.204E+16
  1360.00    9.503E+15    4.432E+11    1.620E-10    2.631E+15    1.213E+16
  1358.00    9.661E+15    4.580E+11    1.930E-10    2.655E+15    1.232E+16
  1356.00    9.742E+15    4.657E+11    2.121E-10    2.667E+15    1.241E+16
  1354.00    9.904E+15    4.814E+11    2.549E-10    2.692E+15    1.260E+16
  1352.00    9.987E+15    4.896E+11    2.800E-10    2.704E+15    1.269E+16
  1350.00    1.015E+16    5.062E+11    3.345E-10    2.729E+15    1.288E+16
  1348.00    1.024E+16    5.147E+11    3.651E-10    2.742E+15    1.298E+16
  1346.00    1.041E+16    5.322E+11    4.294E-10    2.767E+15    1.318E+16
  1344.00    1.050E+16    5.413E+11    4.639E-10    2.780E+15    1.328E+16
  1342.00    1.067E+16    5.597E+11    5.344E-10    2.806E+15    1.348E+16
  1340.00    1.076E+16    5.692E+11    5.703E-10    2.819E+15    1.358E+16
  1338.00    1.094E+16    5.886E+11    6.415E-10    2.845E+15    1.379E+16
  1336.00    1.104E+16    5.985E+11    6.765E-10    2.859E+15    1.390E+16
  1334.00    1.122E+16    6.188E+11    7.455E-10    2.885E+15    1.411E+16
  1332.00    1.132E+16    6.293E+11    7.797E-10    2.898E+15    1.421E+16
  1330.00    1.150E+16    6.505E+11    8.494E-10    2.925E+15    1.443E+16
  1328.00    1.160E+16    6.614E+11    8.861E-10    2.939E+15    1.454E+16
  1326.00    1.179E+16    6.837E+11    9.650E-10    2.966E+15    1.476E+16
  1324.00    1.189E+16    6.951E+11    1.010E-09    2.980E+15    1.487E+16
  1322.00    1.209E+16    7.185E+11    1.113E-09    3.007E+15    1.510E+16
  1320.00    1.219E+16    7.305E+11    1.175E-09    3.021E+15    1.521E+16
  1318.00    1.240E+16    7.550E+11    1.321E-09    3.049E+15    1.545E+16
  1316.00    1.250E+16    7.676E+11    1.413E-09    3.063E+15    1.556E+16
  1314.00    1.271E+16    7.933E+11    1.627E-09    3.091E+15    1.580E+16
  1312.00    1.281E+16    8.066E+11    1.763E-09    3.105E+15    1.592E+16
  1310.00    1.303E+16    8.337E+11    2.077E-09    3.134E+15    1.616E+16
  1308.00    1.314E+16    8.477E+11    2.273E-09    3.148E+15    1.629E+16
  1306.00    1.336E+16    8.763E+11    2.719E-09    3.177E+15    1.653E+16
  1304.00    1.347E+16    8.911E+11    2.987E-09    3.192E+15    1.666E+16
  1302.00    1.369E+16    9.214E+11    3.576E-09    3.221E+15    1.692E+16
  1300.00    1.381E+16    9.370E+11    3.914E-09    3.236E+15    1.705E+16
  1298.00    1.404E+16    9.689E+11    4.638E-09    3.266E+15    1.731E+16
  1296.00    1.416E+16    9.854E+11    5.036E-09    3.281E+15    1.744E+16
  1294.00    1.440E+16    1.019E+12    5.864E-09    3.311E+15    1.771E+16
  1292.00    1.452E+16    1.036E+12    6.300E-09    3.327E+15    1.785E+16
  1290.00    1.476E+16    1.072E+12    7.180E-09    3.357E+15    1.812E+16
  1288.00    1.489E+16    1.090E+12    7.622E-09    3.373E+15    1.826E+16
  1286.00    1.514E+16    1.127E+12    8.499E-09    3.404E+15    1.854E+16
  1284.00    1.527E+16    1.146E+12    8.935E-09    3.420E+15    1.869E+16
  1282.00    1.552E+16    1.185E+12    9.812E-09    3.451E+15    1.898E+16
  1280.00    1.565E+16    1.206E+12    1.026E-08    3.467E+15    1.912E+16
  1278.00    1.592E+16    1.246E+12    1.121E-08    3.499E+15    1.942E+16
  1276.00    1.605E+16    1.267E+12    1.173E-08    3.515E+15    1.957E+16
  1274.00    1.632E+16    1.310E+12    1.289E-08    3.547E+15    1.987E+16
  1272.00    1.646E+16    1.332E+12    1.357E-08    3.563E+15    2.002E+16
  1270.00    1.673E+16    1.377E+12    1.513E-08    3.596E+15    2.033E+16
  1268.00    1.687E+16    1.400E+12    1.609E-08    3.612E+15    2.049E+16
  1266.00    1.716E+16    1.448E+12    1.833E-08    3.645E+15    2.080E+16
  1264.00    1.730E+16    1.472E+12    1.973E-08    3.662E+15    2.096E+16
  1262.00    1.759E+16    1.522E+12    2.297E-08    3.695E+15    2.129E+16
  1260.00    1.774E+16    1.547E+12    2.499E-08    3.712E+15    2.145E+16
  1258.00    1.804E+16    1.600E+12    2.963E-08    3.746E+15    2.178E+16
  1256.00    1.819E+16    1.627E+12    3.246E-08    3.763E+15    2.195E+16
  1254.00    1.850E+16    1.682E+12    3.878E-08    3.798E+15    2.229E+16
  1252.00    1.865E+16    1.711E+12    4.248E-08    3.815E+15    2.247E+16
  1250.00    1.897E+16    1.769E+12    5.052E-08    3.850E+15    2.282E+16
  1248.00    1.913E+16    1.799E+12    5.503E-08    3.868E+15    2.300E+16
  1246.00    1.945E+16    1.861E+12    6.459E-08    3.903E+15    2.336E+16
  1244.00    1.962E+16    1.893E+12    6.975E-08    3.921E+15    2.354E+16
  1242.00    1.995E+16    1.958E+12    8.038E-08    3.957E+15    2.391E+16
  1240.00    2.012E+16    1.991E+12    8.590E-08    3.975E+15    2.409E+16
  1238.00    2.046E+16    2.059E+12    9.697E-08    4.012E+15    2.447E+16
  1236.00    2.063E+16    2.094E+12    1.025E-07    4.030E+15    2.466E+16
  1234.00    2.098E+16    2.166E+12    1.137E-07    4.067E+15    2.505E+16
  1232.00    2.116E+16    2.203E+12    1.195E-07    4.086E+15    2.525E+16
  1230.00    2.152E+16    2.278E+12    1.313E-07    4.124E+15    2.564E+16
  1228.00    2.170E+16    2.316E+12    1.376E-07    4.142E+15    2.584E+16
  1226.00    2.206E+16    2.395E+12    1.513E-07    4.180E+15    2.625E+16
  1224.00    2.225E+16    2.435E+12    1.591E-07    4.199E+15    2.645E+16
  1222.00    2.263E+16    2.518E+12    1.766E-07    4.238E+15    2.687E+16
  1220.00    2.282E+16    2.560E+12    1.871E-07    4.257E+15    2.708E+16
  1218.00    2.320E+16    2.647E+12    2.112E-07    4.296E+15    2.750E+16
  1216.00    2.340E+16    2.692E+12    2.260E-07    4.315E+15    2.771E+16
  1214.00    2.379E+16    2.783E+12    2.602E-07    4.355E+15    2.815E+16
  1212.00    2.399E+16    2.830E+12    2.814E-07    4.375E+15    2.837E+16
  1210.00    2.439E+16    2.926E+12    3.299E-07    4.414E+15    2.881E+16
  1208.00    2.460E+16    2.976E+12    3.597E-07    4.434E+15    2.904E+16
  1206.00    2.501E+16    3.077E+12    4.270E-07    4.475E+15    2.949E+16
  1204.00    2.522E+16    3.130E+12    4.671E-07    4.495E+15    2.972E+16
  1202.00    2.565E+16    3.237E+12    5.552E-07    4.536E+15    3.019E+16
  1200.00    2.587E+16    3.293E+12    6.057E-07    4.557E+15    3.043E+16
  1198.00    2.631E+16    3.406E+12    7.142E-07    4.598E+15    3.091E+16
  1196.00    2.653E+16    3.464E+12    7.742E-07    4.619E+15    3.115E+16
  1194.00    2.698E+16    3.584E+12    9.000E-07    4.661E+15    3.165E+16
  1192.00    2.721E+16    3.646E+12    9.672E-07    4.683E+15    3.190E+16
  1190.00    2.767E+16    3.772E+12    1.105E-06    4.725E+15    3.240E+16
  1188.00    2.791E+16    3.837E+12    1.176E-06    4.747E+15    3.266E+16
  1186.00    2.838E+16    3.969E+12    1.319E-06    4.790E+15    3.318E+16
  1184.00    2.862E+16    4.037E+12    1.393E-06    4.812E+15    3.344E+16
  1182.00    2.911E+16    4.176E+12    1.545E-06    4.856E+15    3.397E+16
  1180.00    2.936E+16    4.247E+12    1.625E-06    4.878E+15    3.424E+16
  1178.00    2.985E+16    4.392E+12    1.795E-06    4.922E+15    3.478E+16
  1176.00    3.011E+16    4.467E+12    1.889E-06    4.945E+15    3.506E+16
  1174.00    3.062E+16    4.620E+12    2.097E-06    4.990E+15    3.561E+16
  1172.00    3.087E+16    4.698E+12    2.218E-06    5.012E+15    3.589E+16
  1170.00    3.140E+16    4.858E+12    2.491E-06    5.058E+15    3.646E+16
  1168.00    3.166E+16    4.941E+12    2.656E-06    5.081E+15    3.675E+16
  1166.00    3.220E+16    5.109E+12    3.031E-06    5.127E+15    3.733E+16
  1164.00    3.247E+16    5.196E+12    3.260E-06    5.150E+15    3.762E+16
  1162.00    3.302E+16    5.373E+12    3.781E-06    5.197E+15    3.822E+16
  1160.00    3.330E+16    5.465E+12    4.100E-06    5.220E+15    3.852E+16
  1158.00    3.386E+16    5.652E+12    4.821E-06    5.267E+15    3.913E+16
  1156.00    3.415E+16    5.749E+12    5.254E-06    5.291E+15    3.945E+16
  1154.00    3.473E+16    5.946E+12    6.216E-06    5.339E+15    4.007E+16
  1152.00    3.502E+16    6.048E+12    6.777E-06    5.364E+15    4.039E+16
  1150.00    3.562E+16    6.257E+12    7.995E-06    5.413E+15    4.104E+16
  1148.00    3.592E+16    6.365E+12    8.683E-06    5.437E+15    4.137E+16
  1146.00    3.654E+16    6.585E+12    1.015E-05    5.487E+15    4.203E+16
  1144.00    3.685E+16    6.699E+12    1.095E-05    5.512E+15    4.237E+16
  1142.00    3.748E+16    6.931E+12    1.262E-05    5.562E+15    4.305E+16
  1140.00    3.780E+16    7.051E+12    1.351E-05    5.588E+15    4.340E+16
  1138.00    3.845E+16    7.296E+12    1.534E-05    5.639E+15    4.410E+16
  1136.00    3.878E+16    7.422E+12    1.629E-05    5.665E+15    4.445E+16
  1134.00    3.944E+16    7.678E+12    1.826E-05    5.716E+15    4.517E+16
  1132.00    3.978E+16    7.811E+12    1.930E-05    5.743E+15    4.553E+16
  1130.00    4.046E+16    8.080E+12    2.148E-05    5.795E+15    4.626E+16
  1128.00    4.081E+16    8.219E+12    2.268E-05    5.822E+15    4.664E+16
  1126.00    4.150E+16    8.501E+12    2.526E-05    5.875E+15    4.739E+16
  1124.00    4.186E+16    8.647E+12    2.674E-05    5.902E+15    4.777E+16
  1122.00    4.257E+16    8.943E+12    3.000E-05    5.955E+15    4.854E+16
  1120.00    4.293E+16    9.096E+12    3.192E-05    5.983E+15    4.893E+16
  1118.00    4.367E+16    9.409E+12    3.622E-05    6.037E+15    4.971E+16
  1116.00    4.404E+16    9.569E+12    3.879E-05    6.065E+15    5.011E+16
  1114.00    4.479E+16    9.898E+12    4.460E-05    6.120E+15    5.092E+16
  1112.00    4.517E+16    1.007E+13    4.809E-05    6.148E+15    5.133E+16
  1110.00    4.594E+16    1.041E+13    5.596E-05    6.204E+15    5.216E+16
  1108.00    4.633E+16    1.059E+13    6.068E-05    6.232E+15    5.258E+16
  1106.00    4.712E+16    1.096E+13    7.120E-05    6.289E+15    5.342E+16
  1104.00    4.753E+16    1.115E+13    7.739E-05    6.318E+15    5.386E+16
  1102.00    4.834E+16    1.153E+13    9.095E-05    6.376E+15    5.473E+16
  1100.00    4.875E+16    1.173E+13    9.873E-05    6.405E+15    5.517E+16
  1098.00    4.959E+16    1.214E+13    1.155E-04    6.464E+15    5.607E+16
  1096.00    5.002E+16    1.235E+13    1.249E-04    6.493E+15    5.652E+16
  1094.00    5.088E+16    1.278E+13    1.448E-04    6.553E+15    5.744E+16
  1092.00    5.131E+16    1.301E+13    1.557E-04    6.583E+15    5.791E+16
  1090.00    5.220E+16    1.346E+13    1.785E-04    6.643E+15    5.885E+16
  1088.00    5.265E+16    1.369E+13    1.907E-04    6.674E+15    5.933E+16
  1086.00    5.355E+16    1.417E+13    2.162E-04    6.735E+15    6.030E+16
  1084.00    5.401E+16    1.442E+13    2.298E-04    6.766E+15    6.079E+16
  1082.00    5.494E+16    1.492E+13    2.585E-04    6.828E+15    6.178E+16
  1080.00    5.541E+16    1.517E+13    2.742E-04    6.859E+15    6.229E+16
  1078.00    5.636E+16    1.570E+13    3.077E-04    6.922E+15    6.330E+16
  1076.00    5.685E+16    1.597E+13    3.266E-04    6.953E+15    6.382E+16
  1074.00    5.782E+16    1.652E+13    3.677E-04    7.017E+15    6.486E+16
  1072.00    5.832E+16    1.680E+13    3.913E-04    7.049E+15    6.538E+16
  1070.00    5.932E+16    1.738E+13    4.435E-04    7.113E+15    6.645E+16
  1068.00    5.983E+16    1.768E+13    4.741E-04    7.146E+15    6.699E+16
  1066.00    6.085E+16    1.829E+13    5.421E-04    7.211E+15    6.808E+16
  1064.00    6.137E+16    1.861E+13    5.822E-04    7.244E+15    6.864E+16
  1062.00    6.243E+16    1.925E+13    6.715E-04    7.310E+15    6.976E+16
  1060.00    6.296E+16    1.958E+13    7.242E-04    7.344E+15    7.032E+16
  1058.00    6.404E+16    2.026E+13    8.414E-04    7.411E+15    7.148E+16
  1056.00    6.459E+16    2.061E+13    9.102E-04    7.445E+15    7.206E+16
  1054.00    6.571E+16    2.133E+13    1.061E-03    7.514E+15    7.324E+16
  1052.00    6.627E+16    2.170E+13    1.149E-03    7.548E+15    7.384E+16
  1050.00    6.742E+16    2.246E+13    1.339E-03    7.618E+15    7.506E+16
  1048.00    6.800E+16    2.286E+13    1.448E-03    7.653E+15    7.568E+16
  1046.00    6.918E+16    2.366E+13    1.681E-03    7.724E+15    7.692E+16
  1044.00    6.978E+16    2.408E+13    1.811E-03    7.759E+15    7.756E+16
  1042.00    7.099E+16    2.492E+13    2.090E-03    7.831E+15    7.884E+16
  1040.00    7.160E+16    2.536E+13    2.244E-03    7.868E+15    7.949E+16
  1038.00    7.284E+16    2.625E+13    2.569E-03    7.940E+15    8.081E+16
  1036.00    7.347E+16    2.671E+13    2.748E-03    7.977E+15    8.148E+16
  1034.00    7.474E+16    2.765E+13    3.126E-03    8.051E+15    8.282E+16
  1032.00    7.539E+16    2.813E+13    3.336E-03    8.088E+15    8.351E+16
  1030.00    7.670E+16    2.911E+13    3.784E-03    8.163E+15    8.489E+16
  1028.00    7.736E+16    2.962E+13    4.035E-03    8.201E+15    8.559E+16
  1026.00    7.870E+16    3.065E+13    4.578E-03    8.277E+15    8.700E+16
  1024.00    7.937E+16    3.118E+13    4.887E-03    8.315E+15    8.772E+16
  1022.00    8.074E+16    3.226E+13    5.559E-03    8.392E+15    8.917E+16
  1020.00    8.144E+16    3.282E+13    5.946E-03    8.431E+15    8.991E+16
  1018.00    8.285E+16    3.396E+13    6.792E-03    8.509E+15    9.139E+16
  1016.00    8.356E+16    3.455E+13    7.281E-03    8.548E+15    9.215E+16
  1014.00    8.501E+16    3.575E+13    8.354E-03    8.627E+15    9.367E+16
  1012.00    8.574E+16    3.637E+13    8.975E-03    8.667E+15    9.445E+16
  1010.00    8.723E+16    3.764E+13    1.034E-02    8.747E+15    9.601E+16
  1008.00    8.798E+16    3.830E+13    1.113E-02    8.788E+15    9.681E+16
  1006.00    8.951E+16    3.964E+13    1.285E-02    8.869E+15    9.842E+16
  1004.00    9.029E+16    4.034E+13    1.383E-02    8.910E+15    9.924E+16
  1002.00    9.186E+16    4.176E+13    1.598E-02    8.993E+15    1.009E+17
  1000.00    9.266E+16    4.250E+13    1.720E-02    9.034E+15    1.017E+17
   998.00    9.428E+16    4.400E+13    1.982E-02    9.118E+15    1.034E+17
   996.00    9.510E+16    4.477E+13    2.130E-02    9.161E+15    1.043E+17
   994.00    9.676E+16    4.635E+13    2.450E-02    9.246E+15    1.060E+17
   992.00    9.760E+16    4.716E+13    2.632E-02    9.289E+15    1.069E+17
   990.00    9.931E+16    4.883E+13    3.029E-02    9.375E+15    1.087E+17
   988.00    1.002E+17    4.969E+13    3.256E-02    9.419E+15    1.096E+17
   986.00    1.019E+17    5.145E+13    3.746E-02    9.507E+15    1.115E+17
   984.00    1.028E+17    5.235E+13    4.022E-02    9.551E+15    1.124E+17
   982.00    1.046E+17    5.420E+13    4.624E-02    9.640E+15    1.143E+17
   980.00    1.055E+17    5.516E+13    4.969E-02    9.685E+15    1.153E+17
   978.00    1.074E+17    5.711E+13    5.718E-02    9.775E+15    1.172E+17
   976.00    1.083E+17    5.812E+13    6.141E-02    9.821E+15    1.182E+17
   974.00    1.102E+17    6.018E+13    7.053E-02    9.912E+15    1.202E+17
   972.00    1.112E+17    6.124E+13    7.572E-02    9.959E+15    1.212E+17
