 # Alt [km]  H2 [cm^-2]   He [cm^-2]  CH4 [cm^-2]   Tot [cm^-2]  Scale height [km]
  1654.00    1.556E+15    2.431E+14    3.779E+12    2.735E+15     1.516E+07
  1652.00    1.568E+15    2.451E+14    3.810E+12    2.754E+15     1.500E+07
  1650.00    1.594E+15    2.492E+14    3.873E+12    2.793E+15     1.521E+07
  1648.00    1.607E+15    2.512E+14    3.905E+12    2.813E+15     1.529E+07
  1646.00    1.634E+15    2.554E+14    3.969E+12    2.853E+15     1.588E+07
  1644.00    1.647E+15    2.575E+14    4.002E+12    2.873E+15     1.547E+07
  1642.00    1.675E+15    2.617E+14    4.068E+12    2.914E+15     1.569E+07
  1640.00    1.688E+15    2.639E+14    4.102E+12    2.935E+15     1.590E+07
  1638.00    1.716E+15    2.683E+14    4.170E+12    2.976E+15     1.747E+07
  1636.00    1.730E+15    2.705E+14    4.204E+12    2.998E+15     1.632E+07
  1634.00    1.759E+15    2.749E+14    4.273E+12    3.040E+15     1.792E+07
  1632.00    1.773E+15    2.772E+14    4.308E+12    3.062E+15     1.672E+07
  1630.00    1.803E+15    2.818E+14    4.380E+12    3.105E+15     1.694E+07
  1628.00    1.818E+15    2.841E+14    4.416E+12    3.127E+15     1.858E+07
  1626.00    1.847E+15    2.888E+14    4.488E+12    3.172E+15     1.733E+07
  1624.00    1.863E+15    2.911E+14    4.525E+12    3.194E+15     1.753E+07
  1622.00    1.893E+15    2.959E+14    4.599E+12    3.240E+15     1.646E+07
  1620.00    1.909E+15    2.983E+14    4.637E+12    3.263E+15     1.665E+07
  1618.00    1.940E+15    3.032E+14    4.713E+12    3.309E+15     1.685E+07
  1616.00    1.956E+15    3.057E+14    4.752E+12    3.333E+15     1.705E+07
  1614.00    1.988E+15    3.107E+14    4.830E+12    3.380E+15     1.607E+07
  1612.00    2.004E+15    3.133E+14    4.869E+12    3.404E+15     1.627E+07
  1610.00    2.037E+15    3.184E+14    4.949E+12    3.452E+15     1.543E+07
  1608.00    2.054E+15    3.210E+14    4.990E+12    3.477E+15     1.560E+07
  1606.00    2.088E+15    3.263E+14    5.072E+12    3.526E+15     1.580E+07
  1604.00    2.105E+15    3.290E+14    5.114E+12    3.552E+15     1.504E+07
  1602.00    2.140E+15    3.344E+14    5.198E+12    3.602E+15     1.524E+07
  1600.00    2.157E+15    3.372E+14    5.241E+12    3.628E+15     1.458E+07
  1598.00    2.193E+15    3.427E+14    5.327E+12    3.680E+15     1.563E+07
  1596.00    2.211E+15    3.456E+14    5.371E+12    3.707E+15     1.494E+07
  1594.00    2.247E+15    3.513E+14    5.460E+12    3.760E+15     1.603E+07
  1592.00    2.266E+15    3.542E+14    5.505E+12    3.787E+15     1.532E+07
  1590.00    2.303E+15    3.600E+14    5.596E+12    3.842E+15     1.552E+07
  1588.00    2.322E+15    3.630E+14    5.642E+12    3.869E+15     1.664E+07
  1586.00    2.361E+15    3.690E+14    5.735E+12    3.925E+15     1.590E+07
  1584.00    2.380E+15    3.720E+14    5.783E+12    3.953E+15     1.705E+07
  1582.00    2.420E+15    3.782E+14    5.878E+12    4.010E+15     1.630E+07
  1580.00    2.440E+15    3.813E+14    5.927E+12    4.039E+15     1.650E+07
  1578.00    2.480E+15    3.876E+14    6.024E+12    4.097E+15     1.670E+07
  1576.00    2.500E+15    3.908E+14    6.074E+12    4.127E+15     1.692E+07
  1574.00    2.541E+15    3.972E+14    6.174E+12    4.186E+15     1.622E+07
  1572.00    2.562E+15    4.005E+14    6.225E+12    4.217E+15     1.645E+07
  1570.00    2.605E+15    4.071E+14    6.328E+12    4.277E+15     1.665E+07
  1568.00    2.626E+15    4.105E+14    6.380E+12    4.308E+15     1.688E+07
  1566.00    2.669E+15    4.172E+14    6.485E+12    4.370E+15     1.622E+07
  1564.00    2.691E+15    4.207E+14    6.538E+12    4.402E+15     1.567E+07
  1562.00    2.736E+15    4.276E+14    6.646E+12    4.466E+15     1.589E+07
  1560.00    2.758E+15    4.311E+14    6.701E+12    4.498E+15     1.537E+07
  1558.00    2.804E+15    4.382E+14    6.812E+12    4.563E+15     1.559E+07
  1556.00    2.827E+15    4.419E+14    6.868E+12    4.596E+15     1.582E+07
  1554.00    2.874E+15    4.492E+14    6.981E+12    4.663E+15     1.532E+07
  1552.00    2.897E+15    4.529E+14    7.039E+12    4.697E+15     1.552E+07
  1550.00    2.945E+15    4.604E+14    7.155E+12    4.765E+15     1.573E+07
  1548.00    2.970E+15    4.642E+14    7.215E+12    4.800E+15     1.526E+07
  1546.00    3.019E+15    4.719E+14    7.334E+12    4.870E+15     1.547E+07
  1544.00    3.044E+15    4.758E+14    7.395E+12    4.905E+15     1.633E+07
  1542.00    3.094E+15    4.836E+14    7.517E+12    4.977E+15     1.582E+07
  1540.00    3.120E+15    4.877E+14    7.580E+12    5.013E+15     1.601E+07
  1538.00    3.172E+15    4.957E+14    7.705E+12    5.086E+15     1.689E+07
  1536.00    3.198E+15    4.998E+14    7.769E+12    5.123E+15     1.635E+07
  1534.00    3.251E+15    5.081E+14    7.898E+12    5.198E+15     1.727E+07
  1532.00    3.278E+15    5.123E+14    7.963E+12    5.236E+15     1.672E+07
  1530.00    3.332E+15    5.208E+14    8.095E+12    5.313E+15     1.692E+07
  1528.00    3.360E+15    5.251E+14    8.162E+12    5.352E+15     1.640E+07
  1526.00    3.415E+15    5.338E+14    8.297E+12    5.430E+15     1.729E+07
  1524.00    3.443E+15    5.382E+14    8.365E+12    5.469E+15     1.615E+07
  1522.00    3.500E+15    5.471E+14    8.503E+12    5.549E+15     1.697E+07
  1520.00    3.529E+15    5.516E+14    8.573E+12    5.590E+15     1.652E+07
  1518.00    3.587E+15    5.607E+14    8.715E+12    5.672E+15     1.609E+07
  1516.00    3.617E+15    5.653E+14    8.787E+12    5.713E+15     1.571E+07
  1514.00    3.677E+15    5.747E+14    8.932E+12    5.797E+15     1.591E+07
  1512.00    3.707E+15    5.794E+14    9.006E+12    5.839E+15     1.555E+07
  1510.00    3.768E+15    5.890E+14    9.154E+12    5.925E+15     1.523E+07
  1508.00    3.799E+15    5.938E+14    9.230E+12    5.968E+15     1.494E+07
  1506.00    3.862E+15    6.037E+14    9.383E+12    6.056E+15     1.514E+07
  1504.00    3.894E+15    6.087E+14    9.461E+12    6.100E+15     1.488E+07
  1502.00    3.959E+15    6.188E+14    9.617E+12    6.190E+15     1.508E+07
  1500.00    3.992E+15    6.239E+14    9.697E+12    6.236E+15     1.482E+07
  1498.00    4.058E+15    6.343E+14    9.858E+12    6.328E+15     1.551E+07
  1496.00    4.092E+15    6.395E+14    9.940E+12    6.375E+15     1.524E+07
  1494.00    4.160E+15    6.502E+14    1.011E+13    6.469E+15     1.544E+07
  1492.00    4.194E+15    6.556E+14    1.019E+13    6.517E+15     1.567E+07
  1490.00    4.264E+15    6.665E+14    1.036E+13    6.614E+15     1.589E+07
  1488.00    4.300E+15    6.720E+14    1.045E+13    6.663E+15     1.661E+07
  1486.00    4.371E+15    6.832E+14    1.062E+13    6.761E+15     1.681E+07
  1484.00    4.407E+15    6.889E+14    1.071E+13    6.812E+15     1.652E+07
  1482.00    4.481E+15    7.003E+14    1.089E+13    6.913E+15     1.724E+07
  1480.00    4.518E+15    7.061E+14    1.098E+13    6.964E+15     1.692E+07
  1478.00    4.593E+15    7.179E+14    1.116E+13    7.067E+15     1.714E+07
  1476.00    4.631E+15    7.238E+14    1.125E+13    7.119E+15     1.682E+07
  1474.00    4.708E+15    7.358E+14    1.144E+13    7.225E+15     1.702E+07
  1472.00    4.747E+15    7.419E+14    1.153E+13    7.278E+15     1.673E+07
  1470.00    4.825E+15    7.542E+14    1.172E+13    7.386E+15     1.644E+07
  1468.00    4.865E+15    7.605E+14    1.182E+13    7.441E+15     1.618E+07
  1466.00    4.946E+15    7.731E+14    1.202E+13    7.551E+15     1.638E+07
  1464.00    4.987E+15    7.795E+14    1.212E+13    7.607E+15     1.571E+07
  1462.00    5.070E+15    7.924E+14    1.232E+13    7.720E+15     1.549E+07
  1460.00    5.112E+15    7.989E+14    1.242E+13    7.778E+15     1.529E+07
  1458.00    5.196E+15    8.122E+14    1.262E+13    7.893E+15     1.511E+07
  1456.00    5.239E+15    8.189E+14    1.273E+13    7.952E+15     1.460E+07
  1454.00    5.327E+15    8.326E+14    1.294E+13    8.071E+15     1.480E+07
  1452.00    5.371E+15    8.395E+14    1.305E+13    8.131E+15     1.499E+07
  1450.00    5.460E+15    8.535E+14    1.327E+13    8.253E+15     1.485E+07
  1448.00    5.506E+15    8.606E+14    1.338E+13    8.315E+15     1.505E+07
  1446.00    5.598E+15    8.749E+14    1.360E+13    8.439E+15     1.525E+07
  1444.00    5.645E+15    8.822E+14    1.371E+13    8.503E+15     1.547E+07
  1442.00    5.739E+15    8.970E+14    1.394E+13    8.630E+15     1.568E+07
  1440.00    5.787E+15    9.045E+14    1.406E+13    8.695E+15     1.626E+07
  1438.00    5.883E+15    9.196E+14    1.429E+13    8.826E+15     1.646E+07
  1436.00    5.932E+15    9.273E+14    1.441E+13    8.892E+15     1.669E+07
  1434.00    6.031E+15    9.427E+14    1.465E+13    9.026E+15     1.689E+07
  1432.00    6.082E+15    9.506E+14    1.477E+13    9.094E+15     1.712E+07
  1430.00    6.183E+15    9.664E+14    1.502E+13    9.231E+15     1.732E+07
  1428.00    6.234E+15    9.745E+14    1.515E+13    9.300E+15     1.753E+07
  1426.00    6.338E+15    9.907E+14    1.540E+13    9.440E+15     1.735E+07
  1424.00    6.391E+15    9.989E+14    1.553E+13    9.510E+15     1.718E+07
  1422.00    6.497E+15    1.015E+15    1.578E+13    9.653E+15     1.703E+07
  1420.00    6.551E+15    1.024E+15    1.591E+13    9.725E+15     1.686E+07
  1418.00    6.660E+15    1.041E+15    1.618E+13    9.871E+15     1.672E+07
  1416.00    6.715E+15    1.050E+15    1.631E+13    9.945E+15     1.627E+07
  1414.00    6.826E+15    1.067E+15    1.658E+13    1.009E+16     1.614E+07
  1412.00    6.883E+15    1.076E+15    1.672E+13    1.017E+16     1.575E+07
  1410.00    6.997E+15    1.094E+15    1.700E+13    1.032E+16     1.538E+07
  1408.00    7.055E+15    1.103E+15    1.714E+13    1.040E+16     1.530E+07
  1406.00    7.172E+15    1.121E+15    1.742E+13    1.056E+16     1.498E+07
  1404.00    7.232E+15    1.130E+15    1.757E+13    1.064E+16     1.518E+07
  1402.00    7.352E+15    1.149E+15    1.786E+13    1.080E+16     1.488E+07
  1400.00    7.413E+15    1.159E+15    1.801E+13    1.088E+16     1.508E+07
  1398.00    7.537E+15    1.178E+15    1.831E+13    1.104E+16     1.503E+07
  1396.00    7.600E+15    1.188E+15    1.846E+13    1.113E+16     1.524E+07
  1394.00    7.727E+15    1.208E+15    1.877E+13    1.130E+16     1.544E+07
  1392.00    7.792E+15    1.218E+15    1.893E+13    1.138E+16     1.590E+07
  1390.00    7.922E+15    1.238E+15    1.925E+13    1.155E+16     1.611E+07
  1388.00    7.988E+15    1.249E+15    1.941E+13    1.164E+16     1.657E+07
  1386.00    8.121E+15    1.269E+15    1.973E+13    1.182E+16     1.650E+07
  1384.00    8.189E+15    1.280E+15    1.989E+13    1.191E+16     1.698E+07
  1382.00    8.326E+15    1.301E+15    2.023E+13    1.209E+16     1.690E+07
  1380.00    8.395E+15    1.312E+15    2.040E+13    1.218E+16     1.709E+07
  1378.00    8.535E+15    1.334E+15    2.074E+13    1.237E+16     1.701E+07
  1376.00    8.606E+15    1.345E+15    2.091E+13    1.246E+16     1.692E+07
  1374.00    8.750E+15    1.368E+15    2.126E+13    1.265E+16     1.712E+07
  1372.00    8.822E+15    1.379E+15    2.143E+13    1.275E+16     1.650E+07
  1370.00    8.969E+15    1.402E+15    2.179E+13    1.294E+16     1.672E+07
  1368.00    9.044E+15    1.414E+15    2.197E+13    1.304E+16     1.616E+07
  1366.00    9.194E+15    1.437E+15    2.234E+13    1.324E+16     1.612E+07
  1364.00    9.270E+15    1.449E+15    2.252E+13    1.334E+16     1.585E+07
  1362.00    9.425E+15    1.473E+15    2.290E+13    1.354E+16     1.540E+07
  1360.00    9.503E+15    1.485E+15    2.309E+13    1.364E+16     1.518E+07
  1358.00    9.661E+15    1.510E+15    2.347E+13    1.385E+16     1.479E+07
  1356.00    9.742E+15    1.523E+15    2.367E+13    1.396E+16     1.481E+07
  1354.00    9.904E+15    1.548E+15    2.406E+13    1.417E+16     1.465E+07
  1352.00    9.987E+15    1.561E+15    2.426E+13    1.428E+16     1.466E+07
  1350.00    1.015E+16    1.587E+15    2.467E+13    1.450E+16     1.468E+07
  1348.00    1.024E+16    1.600E+15    2.488E+13    1.461E+16     1.488E+07
  1346.00    1.041E+16    1.627E+15    2.529E+13    1.483E+16     1.509E+07
  1344.00    1.050E+16    1.641E+15    2.550E+13    1.494E+16     1.531E+07
  1342.00    1.067E+16    1.668E+15    2.593E+13    1.517E+16     1.551E+07
  1340.00    1.076E+16    1.682E+15    2.615E+13    1.529E+16     1.591E+07
  1338.00    1.094E+16    1.711E+15    2.659E+13    1.553E+16     1.632E+07
  1336.00    1.104E+16    1.725E+15    2.681E+13    1.565E+16     1.674E+07
  1334.00    1.122E+16    1.754E+15    2.726E+13    1.589E+16     1.675E+07
  1332.00    1.132E+16    1.769E+15    2.749E+13    1.601E+16     1.697E+07
  1330.00    1.150E+16    1.798E+15    2.795E+13    1.626E+16     1.696E+07
  1328.00    1.160E+16    1.813E+15    2.818E+13    1.638E+16     1.716E+07
  1326.00    1.179E+16    1.844E+15    2.865E+13    1.663E+16     1.699E+07
  1324.00    1.189E+16    1.859E+15    2.889E+13    1.676E+16     1.698E+07
  1322.00    1.209E+16    1.890E+15    2.938E+13    1.702E+16     1.664E+07
  1320.00    1.219E+16    1.906E+15    2.962E+13    1.715E+16     1.664E+07
  1318.00    1.240E+16    1.938E+15    3.011E+13    1.741E+16     1.631E+07
  1316.00    1.250E+16    1.954E+15    3.037E+13    1.755E+16     1.617E+07
  1314.00    1.271E+16    1.986E+15    3.087E+13    1.782E+16     1.571E+07
  1312.00    1.281E+16    2.003E+15    3.113E+13    1.795E+16     1.545E+07
  1310.00    1.303E+16    2.036E+15    3.165E+13    1.823E+16     1.506E+07
  1308.00    1.314E+16    2.053E+15    3.191E+13    1.837E+16     1.498E+07
  1306.00    1.336E+16    2.088E+15    3.245E+13    1.865E+16     1.466E+07
  1304.00    1.347E+16    2.105E+15    3.272E+13    1.880E+16     1.459E+07
  1302.00    1.369E+16    2.140E+15    3.327E+13    1.909E+16     1.467E+07
  1300.00    1.381E+16    2.158E+15    3.355E+13    1.924E+16     1.462E+07
  1298.00    1.404E+16    2.195E+15    3.411E+13    1.954E+16     1.483E+07
  1296.00    1.416E+16    2.213E+15    3.440E+13    1.969E+16     1.492E+07
  1294.00    1.440E+16    2.250E+15    3.498E+13    1.999E+16     1.525E+07
  1292.00    1.452E+16    2.269E+15    3.527E+13    2.015E+16     1.559E+07
  1290.00    1.476E+16    2.308E+15    3.587E+13    2.046E+16     1.594E+07
  1288.00    1.489E+16    2.327E+15    3.617E+13    2.062E+16     1.629E+07
  1286.00    1.514E+16    2.366E+15    3.678E+13    2.095E+16     1.651E+07
  1284.00    1.527E+16    2.386E+15    3.709E+13    2.111E+16     1.671E+07
  1282.00    1.552E+16    2.426E+15    3.771E+13    2.144E+16     1.693E+07
  1280.00    1.565E+16    2.447E+15    3.803E+13    2.161E+16     1.697E+07
  1278.00    1.592E+16    2.488E+15    3.867E+13    2.194E+16     1.690E+07
  1276.00    1.605E+16    2.509E+15    3.899E+13    2.211E+16     1.681E+07
  1274.00    1.632E+16    2.551E+15    3.965E+13    2.246E+16     1.702E+07
  1272.00    1.646E+16    2.572E+15    3.998E+13    2.263E+16     1.722E+07
  1270.00    1.673E+16    2.615E+15    4.065E+13    2.299E+16     1.607E+07
  1268.00    1.687E+16    2.637E+15    4.099E+13    2.316E+16     1.626E+07
  1266.00    1.716E+16    2.682E+15    4.168E+13    2.352E+16     1.529E+07
  1264.00    1.730E+16    2.704E+15    4.203E+13    2.371E+16     1.548E+07
  1262.00    1.759E+16    2.749E+15    4.274E+13    2.408E+16     1.569E+07
  1260.00    1.774E+16    2.773E+15    4.309E+13    2.427E+16     1.482E+07
  1258.00    1.804E+16    2.819E+15    4.382E+13    2.465E+16     1.501E+07
  1256.00    1.819E+16    2.843E+15    4.419E+13    2.484E+16     1.426E+07
  1254.00    1.850E+16    2.891E+15    4.493E+13    2.523E+16     1.445E+07
  1252.00    1.865E+16    2.915E+15    4.531E+13    2.543E+16     1.464E+07
  1250.00    1.897E+16    2.964E+15    4.608E+13    2.583E+16     1.396E+07
  1248.00    1.913E+16    2.990E+15    4.647E+13    2.603E+16     1.505E+07
  1246.00    1.945E+16    3.040E+15    4.725E+13    2.644E+16     1.435E+07
  1244.00    1.962E+16    3.066E+15    4.765E+13    2.665E+16     1.544E+07
  1242.00    1.995E+16    3.118E+15    4.846E+13    2.707E+16     1.564E+07
  1240.00    2.012E+16    3.144E+15    4.887E+13    2.729E+16     1.583E+07
  1238.00    2.046E+16    3.198E+15    4.970E+13    2.772E+16     1.602E+07
  1236.00    2.063E+16    3.225E+15    5.012E+13    2.794E+16     1.729E+07
  1234.00    2.098E+16    3.279E+15    5.097E+13    2.838E+16     1.640E+07
  1232.00    2.116E+16    3.307E+15    5.140E+13    2.860E+16     1.771E+07
  1230.00    2.152E+16    3.363E+15    5.227E+13    2.906E+16     1.679E+07
  1228.00    2.170E+16    3.392E+15    5.271E+13    2.929E+16     1.700E+07
  1226.00    2.206E+16    3.449E+15    5.360E+13    2.975E+16     1.719E+07
  1224.00    2.225E+16    3.478E+15    5.406E+13    2.998E+16     1.742E+07
  1222.00    2.263E+16    3.536E+15    5.497E+13    3.045E+16     1.658E+07
  1220.00    2.282E+16    3.566E+15    5.543E+13    3.069E+16     1.680E+07
  1218.00    2.320E+16    3.626E+15    5.636E+13    3.118E+16     1.704E+07
  1216.00    2.340E+16    3.657E+15    5.684E+13    3.142E+16     1.542E+07
  1214.00    2.379E+16    3.718E+15    5.779E+13    3.192E+16     1.653E+07
  1212.00    2.399E+16    3.749E+15    5.828E+13    3.217E+16     1.507E+07
  1210.00    2.439E+16    3.813E+15    5.926E+13    3.268E+16     1.530E+07
  1208.00    2.460E+16    3.845E+15    5.976E+13    3.294E+16     1.477E+07
  1206.00    2.501E+16    3.910E+15    6.077E+13    3.346E+16     1.432E+07
  1204.00    2.522E+16    3.943E+15    6.128E+13    3.372E+16     1.453E+07
  1202.00    2.565E+16    4.009E+15    6.232E+13    3.426E+16     1.475E+07
  1200.00    2.587E+16    4.043E+15    6.284E+13    3.453E+16     1.429E+07
  1198.00    2.631E+16    4.112E+15    6.391E+13    3.508E+16     1.518E+07
  1196.00    2.653E+16    4.147E+15    6.445E+13    3.536E+16     1.471E+07
  1194.00    2.698E+16    4.217E+15    6.555E+13    3.592E+16     1.490E+07
  1192.00    2.721E+16    4.253E+15    6.610E+13    3.621E+16     1.580E+07
  1190.00    2.767E+16    4.325E+15    6.723E+13    3.679E+16     1.599E+07
  1188.00    2.791E+16    4.362E+15    6.780E+13    3.708E+16     1.618E+07
  1186.00    2.838E+16    4.436E+15    6.895E+13    3.768E+16     1.639E+07
  1184.00    2.862E+16    4.474E+15    6.954E+13    3.798E+16     1.737E+07
  1182.00    2.911E+16    4.550E+15    7.072E+13    3.859E+16     1.675E+07
  1180.00    2.936E+16    4.588E+15    7.132E+13    3.889E+16     1.694E+07
  1178.00    2.985E+16    4.666E+15    7.253E+13    3.951E+16     1.714E+07
  1176.00    3.011E+16    4.706E+15    7.314E+13    3.983E+16     1.733E+07
  1174.00    3.062E+16    4.785E+15    7.438E+13    4.047E+16     1.675E+07
  1172.00    3.087E+16    4.826E+15    7.501E+13    4.079E+16     1.624E+07
  1170.00    3.140E+16    4.907E+15    7.627E+13    4.144E+16     1.641E+07
  1168.00    3.166E+16    4.949E+15    7.692E+13    4.177E+16     1.663E+07
  1166.00    3.220E+16    5.032E+15    7.822E+13    4.243E+16     1.552E+07
  1164.00    3.247E+16    5.075E+15    7.888E+13    4.277E+16     1.512E+07
  1162.00    3.302E+16    5.161E+15    8.021E+13    4.346E+16     1.532E+07
  1160.00    3.330E+16    5.204E+15    8.089E+13    4.380E+16     1.445E+07
  1158.00    3.386E+16    5.293E+15    8.226E+13    4.450E+16     1.464E+07
  1156.00    3.415E+16    5.337E+15    8.296E+13    4.486E+16     1.435E+07
  1154.00    3.473E+16    5.428E+15    8.437E+13    4.558E+16     1.407E+07
  1152.00    3.502E+16    5.474E+15    8.509E+13    4.595E+16     1.384E+07
  1150.00    3.562E+16    5.568E+15    8.654E+13    4.669E+16     1.451E+07
  1148.00    3.592E+16    5.615E+15    8.727E+13    4.706E+16     1.425E+07
  1146.00    3.654E+16    5.711E+15    8.877E+13    4.782E+16     1.446E+07
  1144.00    3.685E+16    5.760E+15    8.952E+13    4.821E+16     1.469E+07
  1142.00    3.748E+16    5.858E+15    9.106E+13    4.899E+16     1.489E+07
  1140.00    3.780E+16    5.909E+15    9.184E+13    4.939E+16     1.562E+07
  1138.00    3.845E+16    6.010E+15    9.341E+13    5.019E+16     1.584E+07
  1136.00    3.878E+16    6.061E+15    9.421E+13    5.060E+16     1.606E+07
  1134.00    3.944E+16    6.165E+15    9.582E+13    5.142E+16     1.628E+07
  1132.00    3.978E+16    6.218E+15    9.664E+13    5.184E+16     1.651E+07
  1130.00    4.046E+16    6.324E+15    9.830E+13    5.268E+16     1.727E+07
  1128.00    4.081E+16    6.378E+15    9.914E+13    5.311E+16     1.640E+07
  1126.00    4.150E+16    6.487E+15    1.008E+14    5.397E+16     1.715E+07
  1124.00    4.186E+16    6.542E+15    1.017E+14    5.440E+16     1.682E+07
  1122.00    4.257E+16    6.654E+15    1.034E+14    5.528E+16     1.651E+07
  1120.00    4.293E+16    6.711E+15    1.043E+14    5.573E+16     1.621E+07
  1118.00    4.367E+16    6.825E+15    1.061E+14    5.663E+16     1.642E+07
  1116.00    4.404E+16    6.883E+15    1.070E+14    5.709E+16     1.614E+07
  1114.00    4.479E+16    7.001E+15    1.088E+14    5.802E+16     1.589E+07
  1112.00    4.517E+16    7.060E+15    1.097E+14    5.849E+16     1.522E+07
  1110.00    4.594E+16    7.181E+15    1.116E+14    5.944E+16     1.503E+07
  1108.00    4.633E+16    7.242E+15    1.126E+14    5.992E+16     1.485E+07
  1106.00    4.712E+16    7.366E+15    1.145E+14    6.089E+16     1.467E+07
  1104.00    4.753E+16    7.428E+15    1.155E+14    6.139E+16     1.487E+07
  1102.00    4.834E+16    7.556E+15    1.174E+14    6.239E+16     1.437E+07
  1100.00    4.875E+16    7.620E+15    1.184E+14    6.290E+16     1.458E+07
  1098.00    4.959E+16    7.751E+15    1.205E+14    6.393E+16     1.477E+07
  1096.00    5.002E+16    7.818E+15    1.215E+14    6.445E+16     1.499E+07
  1094.00    5.088E+16    7.952E+15    1.236E+14    6.550E+16     1.483E+07
  1092.00    5.131E+16    8.020E+15    1.247E+14    6.604E+16     1.541E+07
  1090.00    5.220E+16    8.158E+15    1.268E+14    6.712E+16     1.561E+07
  1088.00    5.265E+16    8.228E+15    1.279E+14    6.768E+16     1.582E+07
  1086.00    5.355E+16    8.370E+15    1.301E+14    6.879E+16     1.603E+07
  1084.00    5.401E+16    8.442E+15    1.312E+14    6.935E+16     1.624E+07
  1082.00    5.494E+16    8.587E+15    1.335E+14    7.049E+16     1.644E+07
  1080.00    5.541E+16    8.661E+15    1.346E+14    7.107E+16     1.665E+07
  1078.00    5.636E+16    8.810E+15    1.369E+14    7.223E+16     1.648E+07
  1076.00    5.685E+16    8.885E+15    1.381E+14    7.282E+16     1.630E+07
  1074.00    5.782E+16    9.038E+15    1.405E+14    7.402E+16     1.651E+07
  1072.00    5.832E+16    9.115E+15    1.417E+14    7.462E+16     1.599E+07
  1070.00    5.932E+16    9.271E+15    1.441E+14    7.585E+16     1.620E+07
  1068.00    5.983E+16    9.351E+15    1.453E+14    7.647E+16     1.572E+07
  1066.00    6.085E+16    9.511E+15    1.478E+14    7.772E+16     1.561E+07
  1064.00    6.137E+16    9.593E+15    1.491E+14    7.836E+16     1.519E+07
  1062.00    6.243E+16    9.757E+15    1.517E+14    7.964E+16     1.509E+07
  1060.00    6.296E+16    9.841E+15    1.530E+14    8.030E+16     1.473E+07
  1058.00    6.404E+16    1.001E+16    1.556E+14    8.162E+16     1.467E+07
  1056.00    6.459E+16    1.010E+16    1.569E+14    8.229E+16     1.436E+07
  1054.00    6.571E+16    1.027E+16    1.596E+14    8.365E+16     1.432E+07
  1052.00    6.627E+16    1.036E+16    1.610E+14    8.434E+16     1.427E+07
  1050.00    6.742E+16    1.054E+16    1.638E+14    8.574E+16     1.449E+07
  1048.00    6.800E+16    1.063E+16    1.652E+14    8.645E+16     1.470E+07
  1046.00    6.918E+16    1.081E+16    1.681E+14    8.788E+16     1.467E+07
  1044.00    6.978E+16    1.091E+16    1.695E+14    8.861E+16     1.487E+07
  1042.00    7.099E+16    1.110E+16    1.725E+14    9.008E+16     1.535E+07
  1040.00    7.160E+16    1.119E+16    1.739E+14    9.083E+16     1.557E+07
  1038.00    7.284E+16    1.139E+16    1.770E+14    9.234E+16     1.605E+07
  1036.00    7.347E+16    1.148E+16    1.785E+14    9.311E+16     1.629E+07
  1034.00    7.474E+16    1.168E+16    1.816E+14    9.466E+16     1.622E+07
  1032.00    7.539E+16    1.178E+16    1.832E+14    9.545E+16     1.671E+07
  1030.00    7.670E+16    1.199E+16    1.863E+14    9.703E+16     1.638E+07
  1028.00    7.736E+16    1.209E+16    1.879E+14    9.784E+16     1.658E+07
  1026.00    7.870E+16    1.230E+16    1.912E+14    9.946E+16     1.653E+07
  1024.00    7.937E+16    1.241E+16    1.928E+14    1.003E+17     1.622E+07
  1022.00    8.074E+16    1.262E+16    1.962E+14    1.020E+17     1.617E+07
  1020.00    8.144E+16    1.273E+16    1.979E+14    1.028E+17     1.564E+07
  1018.00    8.285E+16    1.295E+16    2.013E+14    1.045E+17     1.563E+07
  1016.00    8.356E+16    1.306E+16    2.030E+14    1.054E+17     1.515E+07
  1014.00    8.501E+16    1.329E+16    2.065E+14    1.071E+17     1.495E+07
  1012.00    8.574E+16    1.340E+16    2.083E+14    1.080E+17     1.455E+07
  1010.00    8.723E+16    1.363E+16    2.119E+14    1.098E+17     1.419E+07
  1008.00    8.798E+16    1.375E+16    2.137E+14    1.107E+17     1.406E+07
  1006.00    8.951E+16    1.399E+16    2.175E+14    1.126E+17     1.410E+07
  1004.00    9.029E+16    1.411E+16    2.194E+14    1.135E+17     1.435E+07
  1002.00    9.186E+16    1.436E+16    2.232E+14    1.154E+17     1.476E+07
  1000.00    9.266E+16    1.448E+16    2.251E+14    1.164E+17     1.541E+07
   998.00    9.428E+16    1.474E+16    2.290E+14    1.184E+17     1.607E+07
   996.00    9.510E+16    1.486E+16    2.310E+14    1.194E+17     1.621E+07
   994.00    9.676E+16    1.512E+16    2.351E+14    1.214E+17     1.501E+07
   992.00    9.760E+16    1.526E+16    2.371E+14    1.224E+17     1.397E+07
   990.00    9.931E+16    1.552E+16    2.413E+14    1.244E+17     1.414E+07
   988.00    1.002E+17    1.566E+16    2.434E+14    1.255E+17     1.600E+07
   986.00    1.019E+17    1.593E+16    2.476E+14    1.276E+17     1.670E+07
   984.00    1.028E+17    1.607E+16    2.498E+14    1.287E+17     1.586E+07
   982.00    1.046E+17    1.635E+16    2.541E+14    1.308E+17     1.413E+07
   980.00    1.055E+17    1.649E+16    2.564E+14    1.320E+17     1.398E+07
   978.00    1.074E+17    1.678E+16    2.608E+14    1.342E+17     1.561E+07
   976.00    1.083E+17    1.693E+16    2.631E+14    1.353E+17     1.672E+07
